Respondent_ID,Persona_Cluster,Q1_AgeRaw,Q3_Education,Q5_IncomeTier_Imputed,Q7_YearsDubai,Q10_NumCurrencies,Q12_SavingsPct,Q9_ReviewFrequency,Q8_MobileBanking,Q8_DedicatedApp,Q8_Spreadsheet,Q11_Remittance,Q11_FX,Q11_Investment,Q11_Subscriptions,Q13_DiffTrackMultiCurrency,Q13_LoseFXMoney,Q13_SavingsHabit,Q13_MultiBankTimeConsuming,Q13_DissatisifiedTools,Q13_HealthUnderstanding,Q16_AIExpenseCategorisation,Q16_MultiCurrencyTracking,Q16_SavingsGoals,Q16_RemittanceBestRate,Q16_InvestmentTracking,Q19_PrivacyConcern,Q24_DownloadLikelihood,Q26_HelpSaveMoney,Q26_AIBetterInsights,Q26_WouldRecommend,Q27_CurrentSatisfaction,Q31_ConfidenceAI,Q29_NPS,Q20_WTP_Intent,Q21_WTP_AED,Q22_PricingModel,Derived_PainComposite,Derived_TechAffinity,Derived_AdoptionAttitude,Derived_FinancialStress,Eng_PainGap,Eng_DigitalEngagement,Eng_ActivityBreadth,Eng_AdoptionReadiness
R0341,Struggling Expat,37,2,2,3,3,1,3,0,0,0,1,0,0,0,4,4,5,4,3,3,4,5,5,5,2,3,4,4,3,4,3,4,10,3,30,2,4.12,1.0,3.83,4.46,7.64,3.0,2,0.5281
R0342,Struggling Expat,36,2,4,5,2,1,4,0,0,0,1,1,1,0,5,3,5,3,4,3,5,4,3,5,3,2,3,5,5,4,1,3,5,4,10,5,3.75,1.0,4.33,4.08,7.3,4.0,5,0.4981
R0343,Tech-Savvy Millennial,34,3,3,2,3,1,1,1,1,1,0,0,1,1,3,2,4,2,4,4,5,5,3,4,5,3,6,3,3,3,6,5,6,2,30,2,3.25,6.0,3.17,4.03,5.3,9.0,3,0.5969
R0344,Senior Finance Pro,44,5,3,5,3,1,2,0,0,1,0,0,0,0,2,2,2,3,2,3,2,4,4,5,4,3,7,5,4,5,6,5,6,3,150,6,2.5,1.0,3.83,3.65,3.8,3.0,0,0.6931
R0345,Senior Finance Pro,43,5,4,2,3,2,2,1,0,0,0,0,1,1,2,1,3,2,3,3,4,3,3,4,3,3,6,3,4,5,4,5,10,2,50,3,2.12,3.0,4.17,3.16,3.44,8.0,4,0.6669
R0346,Struggling Expat,35,2,3,2,2,1,2,0,0,1,1,0,1,0,3,4,5,3,4,3,4,5,5,5,3,2,3,4,5,5,3,1,5,5,0,4,4.0,1.0,4.17,4.2,7.4,4.0,4,0.4569
R0347,Struggling Expat,35,4,2,1,2,1,3,0,0,0,0,1,1,1,4,4,4,3,4,4,4,5,5,4,4,2,4,4,4,3,2,1,5,3,50,2,4.12,1.0,4.0,4.26,7.84,5.0,4,0.495
R0348,Tech-Savvy Millennial,31,3,3,4,4,1,1,0,1,1,0,0,0,1,2,3,2,2,4,4,4,4,4,4,4,3,6,5,3,5,4,4,4,2,50,2,2.88,4.0,4.33,4.04,4.96,8.0,2,0.6631
R0349,Senior Finance Pro,41,3,3,5,3,3,4,0,0,0,1,1,0,1,1,2,1,3,1,3,3,5,4,5,5,4,7,4,3,3,8,6,7,2,50,3,2.12,1.0,3.33,2.86,3.0,4.0,5,0.6731
R0350,Struggling Expat,33,1,3,3,2,1,3,0,1,0,1,1,0,1,5,5,5,5,4,5,5,4,4,5,3,2,7,5,3,5,4,3,7,2,10,5,4.5,4.0,3.83,4.6103,8.2,6.0,4,0.6631
R0351,Struggling Expat,39,2,2,5,4,1,5,0,0,1,1,1,0,1,4,4,5,1,4,5,5,5,3,5,4,1,4,4,4,3,3,2,5,4,30,2,4.0,0.0,3.83,4.6,7.4,5.0,4,0.4981
R0352,Cautious Saver,45,5,3,5,2,3,3,0,0,0,1,1,0,1,4,4,4,2,1,2,4,4,4,5,2,2,5,5,4,3,2,1,8,4,30,2,3.12,1.0,3.5,3.16,5.84,3.0,3,0.51
R0353,Struggling Expat,35,3,4,4,3,1,4,0,0,0,1,1,1,0,4,5,5,3,4,3,4,5,5,5,4,3,5,5,5,5,5,3,4,2,10,1,4.25,1.0,4.67,4.53,7.5,5.0,3,0.6219
R0354,Tech-Savvy Millennial,30,3,4,4,3,1,2,0,0,0,0,1,0,1,4,4,3,3,1,2,5,5,4,3,3,1,5,3,4,3,6,1,6,2,30,2,3.12,1.0,3.33,3.96,5.04,4.0,3,0.4981
R0355,Tech-Savvy Millennial,31,2,3,2,2,2,2,0,1,1,0,1,0,1,1,3,3,3,3,3,5,4,3,3,3,3,6,4,3,4,5,1,5,2,30,2,3.0,4.0,3.5,3.4,5.0,6.0,2,0.56
R0356,Struggling Expat,31,3,2,2,2,1,4,1,0,0,1,0,0,0,5,2,4,5,4,4,4,4,5,5,2,2,4,5,3,3,1,1,5,4,0,3,4.25,3.0,4.0,4.32,8.3,4.0,2,0.495
R0357,Tech-Savvy Millennial,29,2,4,4,3,1,3,1,1,0,1,1,1,0,2,3,3,3,2,2,5,3,4,4,3,1,7,4,4,4,4,4,6,4,30,2,2.62,6.0,4.0,3.71,4.44,9.0,4,0.69
R0358,Struggling Expat,30,2,2,4,2,2,4,0,0,1,0,0,0,0,3,2,5,4,5,2,5,4,5,4,3,1,6,5,5,3,4,4,4,4,10,2,3.88,1.0,4.0,3.84,6.96,2.0,0,0.64
R0359,High-Earning Nomad,45,4,4,5,5,1,2,1,0,1,0,0,0,0,3,3,3,4,3,3,4,5,3,4,5,3,7,3,3,5,5,4,7,1,80,3,3.12,3.0,3.83,4.36,5.24,7.0,0,0.6781
R0360,Struggling Expat,41,2,3,5,3,1,3,0,0,0,0,1,1,0,5,5,3,4,4,4,5,4,5,5,3,1,5,5,4,5,3,3,2,2,30,4,4.38,1.0,4.33,4.59,8.16,5.0,3,0.5981
R0361,Senior Finance Pro,42,5,2,2,3,3,1,0,1,0,0,1,0,1,2,1,3,5,3,2,4,4,3,4,5,3,4,5,4,4,5,5,9,4,80,3,2.75,4.0,3.83,3.18,4.5,7.0,4,0.5431
R0362,Struggling Expat,43,2,1,5,3,1,4,1,0,1,1,1,0,1,4,3,5,3,4,5,3,4,4,5,2,2,6,5,4,5,2,3,4,3,10,4,4.25,2.0,4.33,4.53,8.1,6.0,3,0.6481
R0363,Senior Finance Pro,43,4,2,4,3,1,3,0,0,1,1,1,1,0,3,3,3,3,3,3,3,3,3,4,5,1,8,3,3,3,8,8,8,2,50,2,2.25,1.0,3.67,3.52,3.0,5.0,3,0.7769
R0364,Struggling Expat,31,2,2,4,3,1,5,1,1,0,0,1,0,0,4,5,5,4,4,4,3,4,4,5,1,3,7,4,4,3,3,7,6,3,10,4,4.5,5.0,3.5,4.6103,8.4,8.0,3,0.7
R0365,High-Earning Nomad,40,4,3,4,4,1,3,0,1,0,0,1,0,1,2,3,4,5,3,2,5,4,3,5,5,2,6,4,4,4,6,4,7,3,80,2,3.12,4.0,3.67,4.16,5.04,8.0,3,0.6169
R0366,Senior Finance Pro,44,2,3,5,3,1,2,0,0,1,1,1,1,1,2,2,3,2,3,1,3,4,5,5,5,2,5,4,5,3,6,2,8,3,80,5,2.25,1.0,3.83,3.52,3.3,6.0,5,0.5481
R0367,High-Earning Nomad,36,2,4,4,3,1,1,0,1,0,0,1,1,1,3,4,3,4,2,3,4,5,3,4,5,2,6,4,3,3,5,5,9,3,150,4,3.12,3.0,3.33,3.96,5.24,9.0,4,0.6081
R0368,High-Earning Nomad,36,5,4,3,5,1,4,1,0,0,1,0,0,1,2,2,5,3,2,3,4,5,4,4,5,2,5,4,4,5,4,6,0,3,80,2,2.88,3.0,4.17,4.24,4.96,8.0,4,0.6319
R0369,Tech-Savvy Millennial,32,2,3,1,3,1,1,1,0,0,1,1,0,1,4,2,3,4,4,2,3,4,4,5,4,3,7,2,5,3,4,1,10,1,50,3,3.25,3.0,3.67,4.03,5.7,6.0,4,0.6219
R0370,Tech-Savvy Millennial,30,4,5,4,3,2,2,0,0,1,0,1,0,0,4,2,3,2,5,2,4,3,3,3,4,2,1,5,5,4,4,1,7,3,80,2,3.12,1.0,4.33,3.66,5.44,3.0,3,0.3681
R0371,Tech-Savvy Millennial,36,5,3,4,3,1,2,0,1,0,1,1,1,1,3,2,2,2,3,3,5,4,3,4,4,2,6,4,4,5,5,4,7,2,30,2,3.0,4.0,4.33,3.9,5.0,9.0,5,0.6631
R0372,Tech-Savvy Millennial,30,2,3,1,2,2,2,1,0,0,0,0,0,0,3,3,2,2,3,2,5,4,4,4,3,2,6,4,5,4,3,7,5,1,50,1,2.62,3.0,4.0,3.21,4.64,4.0,0,0.685
R0373,Tech-Savvy Millennial,34,2,5,4,4,1,2,1,1,0,0,1,1,1,5,3,3,2,2,2,5,5,5,3,3,1,8,5,4,4,5,3,6,2,50,4,3.0,6.0,4.0,4.1,5.0,9.0,3,0.725
R0374,Struggling Expat,42,3,2,5,2,1,4,0,1,0,0,0,0,1,5,5,5,5,5,5,4,5,5,5,5,3,10,5,5,4,3,3,10,3,30,2,4.25,4.0,4.33,4.32,7.9,6.0,2,0.8481
R0375,Tech-Savvy Millennial,28,5,3,2,3,1,1,0,1,0,0,0,0,0,3,3,4,2,3,3,3,4,2,2,3,2,4,4,5,5,5,4,5,2,80,3,3.12,4.0,4.17,3.96,5.24,6.0,0,0.5519
R0376,Senior Finance Pro,47,5,3,4,4,2,2,0,1,0,0,1,1,1,2,3,2,1,1,3,4,4,3,5,3,2,8,3,4,4,4,4,8,2,80,3,2.38,3.0,3.17,3.49,3.96,9.0,4,0.6819
R0377,Cautious Saver,37,3,3,5,2,2,1,0,0,0,0,1,1,0,2,3,4,3,2,2,4,3,4,3,4,4,6,3,4,3,3,5,6,2,50,5,2.75,1.0,3.67,3.28,4.9,4.0,2,0.6319
R0378,Tech-Savvy Millennial,33,4,3,4,3,2,3,0,0,0,1,0,1,0,3,3,3,2,4,3,4,4,5,4,4,1,7,4,4,5,6,5,7,1,30,2,3.38,1.0,4.33,3.79,5.56,5.0,3,0.7281
R0379,Cautious Saver,39,2,4,4,2,2,2,0,1,0,1,1,0,0,4,2,3,3,5,1,3,4,5,5,3,3,7,4,3,3,4,7,8,1,10,2,3.12,4.0,3.67,3.46,5.44,5.0,3,0.7119
R0380,Senior Finance Pro,48,5,4,5,3,1,1,1,0,0,1,0,1,1,2,4,2,2,1,2,3,5,4,4,3,2,3,4,3,5,4,4,7,2,80,2,2.38,3.0,3.83,3.59,3.96,8.0,5,0.4781
R0381,Tech-Savvy Millennial,33,5,3,1,4,3,1,1,0,1,1,1,0,1,5,5,5,5,5,5,5,5,4,4,4,1,10,3,5,4,5,3,10,1,30,4,2.75,3.0,4.5,3.38,4.5,7.0,4,0.86
R0382,Struggling Expat,38,2,1,4,2,1,3,1,0,0,1,1,0,0,5,5,5,5,5,5,3,4,5,5,3,3,10,5,3,3,1,4,10,3,10,2,3.62,3.0,4.0,4.01,7.04,4.0,4,0.84
R0383,Struggling Expat,29,2,2,2,2,1,5,1,0,0,0,0,0,1,4,4,5,3,3,5,3,3,5,5,3,1,5,4,4,4,3,2,7,3,10,1,4.12,2.0,4.17,4.26,7.64,5.0,2,0.5719
R0384,High-Earning Nomad,49,2,5,3,4,2,3,0,1,0,1,1,1,1,4,3,4,4,3,1,5,5,5,4,5,1,7,3,4,5,5,5,6,1,50,3,3.38,4.0,4.0,3.99,5.76,9.0,6,0.705
R0385,Cautious Saver,44,2,5,5,2,3,3,1,0,1,0,0,0,1,2,4,3,3,2,2,3,4,5,4,3,2,8,4,3,4,4,6,8,2,30,2,3.12,3.0,3.17,3.16,5.44,5.0,2,0.7119
R0386,Cautious Saver,36,4,3,5,2,2,4,1,0,1,0,1,0,1,4,4,3,3,2,5,4,4,5,5,4,4,6,4,3,4,7,3,8,3,80,4,3.38,3.0,3.5,3.59,5.36,5.0,2,0.59
R0387,Senior Finance Pro,41,3,5,4,4,2,2,1,0,0,1,1,0,0,2,1,3,4,1,1,3,3,4,5,4,3,4,3,3,4,5,4,8,1,150,4,2.12,3.0,3.67,3.36,3.24,6.0,3,0.5169
R0388,Tech-Savvy Millennial,27,2,3,1,4,2,3,1,0,1,0,1,1,0,1,4,3,4,2,1,4,5,5,3,3,1,5,3,5,2,1,4,5,5,0,2,2.75,3.0,3.83,3.68,5.3,8.0,3,0.5781
R0389,Cautious Saver,44,2,2,5,2,4,3,0,0,0,1,1,1,1,1,5,2,1,3,4,4,3,5,4,2,2,7,4,3,3,6,5,7,2,30,4,3.0,0.0,3.17,2.81,4.8,5.0,4,0.6469
R0390,Cautious Saver,36,5,2,5,2,1,1,1,1,1,0,1,0,0,4,3,3,3,2,5,4,5,5,4,4,3,7,5,5,5,4,6,7,3,10,6,3.25,6.0,4.33,3.82,5.7,7.0,2,0.7431
R0391,High-Earning Nomad,35,4,4,4,4,1,4,1,1,1,0,0,0,0,2,4,3,4,5,2,4,5,3,3,4,2,8,5,5,4,5,4,5,1,80,4,3.5,5.0,4.33,4.35,6.0,9.0,0,0.7631
R0392,Senior Finance Pro,50,3,3,5,3,2,1,0,1,0,0,1,0,1,3,3,3,3,2,2,3,4,4,5,4,3,7,4,5,5,7,3,7,1,80,4,3.0,4.0,4.0,3.6,4.6,7.0,3,0.675
R0393,Senior Finance Pro,46,3,3,5,3,3,3,0,0,0,0,1,0,1,1,2,3,3,1,2,3,3,3,5,4,2,6,4,3,4,4,5,7,2,80,5,2.38,1.0,3.67,2.99,3.96,4.0,3,0.6319
R0394,Cautious Saver,39,5,4,5,2,2,1,0,0,0,1,1,1,1,3,2,3,2,3,2,3,3,5,3,3,3,6,3,4,5,6,2,6,5,0,4,2.62,1.0,3.67,3.21,4.04,5.0,6,0.5869
R0395,Senior Finance Pro,45,5,2,2,4,1,3,1,1,0,1,0,0,1,5,5,5,5,5,5,4,4,4,4,4,2,10,4,3,4,5,8,10,4,50,3,2.75,6.0,3.33,3.97,4.5,9.0,2,0.8531
R0396,High-Earning Nomad,35,3,5,3,4,1,4,0,1,0,0,1,1,1,3,4,3,4,3,2,4,4,4,4,4,3,6,5,3,5,5,4,8,4,80,2,3.25,4.0,3.83,4.22,5.5,9.0,5,0.6281
R0397,Cautious Saver,43,2,3,4,3,2,2,0,0,0,1,0,0,1,1,3,5,2,4,2,4,4,4,3,3,3,4,2,4,5,4,2,6,2,80,2,2.75,1.0,3.5,3.48,4.7,4.0,3,0.475
R0398,Senior Finance Pro,43,2,4,4,3,2,2,1,0,0,1,1,0,1,3,3,3,2,2,1,3,5,4,5,3,3,6,4,4,3,5,6,9,2,50,4,2.5,3.0,3.67,3.35,4.0,6.0,5,0.6469
R0399,Cautious Saver,37,2,4,5,2,1,3,1,1,0,1,1,1,1,3,4,2,2,2,2,4,4,4,4,2,3,7,3,4,4,4,5,6,3,50,2,2.62,6.0,3.5,3.51,4.44,9.0,4,0.67
R0400,Cautious Saver,39,3,3,5,2,1,2,1,0,0,0,0,0,1,3,1,3,1,4,4,4,3,5,4,4,4,2,3,5,3,5,4,7,3,30,3,2.75,3.0,3.33,3.58,4.5,5.0,2,0.3931
R0401,Tech-Savvy Millennial,33,5,3,2,3,2,4,1,1,0,1,0,0,1,1,2,4,4,4,4,5,5,4,3,5,2,7,4,5,3,5,6,4,3,50,2,3.25,6.0,4.0,3.72,5.5,9.0,3,0.72
R0402,High-Earning Nomad,41,3,5,2,4,1,3,1,0,0,1,0,1,1,3,4,4,3,5,4,4,4,2,5,5,2,5,4,3,4,5,4,7,2,80,4,3.62,2.0,4.0,4.41,6.24,9.0,4,0.59
R0403,Struggling Expat,37,3,4,3,3,1,3,1,0,0,0,1,0,1,3,4,4,5,4,4,4,4,5,5,4,2,6,5,4,5,3,3,6,2,30,2,4.0,3.0,4.33,4.4,7.4,6.0,3,0.6481
R0404,Cautious Saver,36,3,3,3,3,1,2,0,0,0,0,1,0,1,2,2,4,3,2,1,3,4,5,4,4,3,6,2,4,3,5,6,3,1,50,1,2.5,0.0,3.0,3.65,4.0,4.0,2,0.6
R0405,Senior Finance Pro,46,5,3,5,3,2,1,1,0,1,1,1,0,1,3,2,3,2,2,5,3,4,3,4,5,3,6,4,4,5,3,3,6,1,50,3,2.88,3.0,4.0,3.54,5.16,6.0,4,0.625
R0406,High-Earning Nomad,42,4,3,5,5,1,2,1,1,0,1,1,0,0,3,4,4,4,4,2,4,5,3,4,4,2,6,5,3,4,4,4,6,3,80,2,3.62,6.0,3.67,4.61,6.44,9.0,3,0.6169
R0407,Senior Finance Pro,44,3,4,5,3,2,2,0,1,1,1,0,1,1,3,3,3,3,1,3,5,5,3,4,4,3,4,5,5,4,6,3,7,2,80,2,2.5,4.0,4.33,3.35,3.8,9.0,5,0.5481
R0408,Tech-Savvy Millennial,29,3,3,3,3,1,2,1,1,0,1,0,0,1,3,2,3,2,5,3,4,3,5,3,3,3,8,3,5,4,2,5,6,3,50,2,3.38,6.0,3.83,4.09,6.36,9.0,4,0.7431
R0409,High-Earning Nomad,41,4,4,5,4,2,2,1,0,0,1,1,0,1,4,5,4,2,3,3,4,5,3,5,4,2,6,3,4,4,4,8,6,2,80,4,3.5,3.0,3.5,4.05,6.2,7.0,4,0.665
R0410,Tech-Savvy Millennial,29,2,2,3,2,1,4,0,1,0,1,1,0,0,4,2,2,3,2,3,5,4,4,3,4,1,7,4,3,5,4,7,5,2,50,2,3.0,4.0,4.0,3.7,5.2,5.0,3,0.735
R0411,Senior Finance Pro,43,3,5,3,3,1,1,0,0,0,1,1,0,1,2,3,3,2,2,3,4,4,4,4,4,3,8,3,3,4,7,7,10,2,80,2,2.62,1.0,3.67,3.71,3.84,4.0,4,0.7619
R0412,High-Earning Nomad,43,3,5,4,5,1,3,0,0,1,1,1,0,1,5,5,5,5,5,5,5,5,3,5,5,1,10,3,4,5,5,8,10,2,80,2,3.62,1.0,3.5,4.61,6.24,6.0,5,0.865
R0413,High-Earning Nomad,37,5,4,4,4,1,3,0,1,0,1,1,1,1,3,3,1,3,3,2,4,5,4,4,5,2,7,3,4,3,4,7,8,3,80,3,2.62,4.0,3.83,3.91,4.44,9.0,4,0.7231
R0414,Struggling Expat,30,2,3,4,2,1,4,1,0,0,1,0,0,0,3,4,5,4,3,5,4,5,5,5,4,2,7,4,3,5,4,5,4,1,30,2,4.25,3.0,4.17,4.32,7.7,4.0,3,0.7169
R0415,Struggling Expat,38,3,4,2,3,2,3,0,0,0,1,1,1,1,5,4,5,4,4,4,3,5,4,4,3,4,4,5,3,5,2,2,3,5,0,1,4.5,1.0,4.5,4.35,8.56,6.0,6,0.545
R0416,Senior Finance Pro,46,3,5,4,3,1,2,1,0,0,0,0,0,1,3,3,3,3,3,3,4,5,3,3,4,4,6,3,3,3,6,3,6,2,80,4,2.62,3.0,4.0,3.71,4.04,6.0,2,0.625
R0417,Senior Finance Pro,46,5,3,4,3,1,3,0,0,0,0,1,0,1,1,3,3,2,3,2,4,4,3,5,4,1,7,3,3,3,3,4,5,1,80,3,2.38,1.0,3.17,3.59,4.16,4.0,2,0.6319
R0418,Senior Finance Pro,46,4,4,5,4,3,2,1,1,1,1,0,0,1,3,4,4,2,3,1,4,5,4,5,3,2,4,4,5,4,4,3,6,1,150,2,2.75,6.0,3.83,3.38,4.7,9.0,2,0.5131
R0419,Struggling Expat,38,5,3,4,3,1,3,1,0,1,1,0,0,1,3,4,5,5,5,2,4,5,5,5,2,3,5,3,3,3,2,2,5,4,10,2,4.25,3.0,3.5,4.53,8.1,6.0,3,0.525
R0420,Cautious Saver,40,3,4,5,2,4,1,0,0,1,1,0,0,1,2,4,3,3,3,2,4,3,5,4,3,4,5,4,4,4,6,1,8,3,50,4,2.88,1.0,3.83,2.81,4.56,3.0,3,0.5331
R0421,Cautious Saver,43,3,4,5,4,3,2,0,1,0,0,1,1,1,4,3,3,2,3,3,3,3,5,4,3,4,6,5,4,3,7,6,7,1,10,3,3.0,3.0,3.67,3.5,4.6,9.0,4,0.6469
R0422,Cautious Saver,38,3,2,3,2,1,1,0,1,1,1,1,0,1,4,2,4,4,1,2,3,4,5,4,3,4,5,3,3,5,6,1,7,2,50,1,2.88,4.0,3.5,3.64,4.56,6.0,4,0.51
R0423,Tech-Savvy Millennial,29,3,4,3,3,2,1,0,0,0,1,1,0,1,3,4,4,4,1,3,5,5,3,2,3,2,8,3,4,3,6,6,8,1,50,4,3.0,1.0,3.33,3.6,4.8,4.0,3,0.7231
R0424,Struggling Expat,39,2,3,5,3,1,4,0,0,1,1,0,0,1,4,4,5,3,4,3,5,5,5,5,1,1,5,5,4,3,3,5,5,1,30,1,4.0,1.0,4.17,4.4,7.4,4.0,2,0.6169
R0425,Tech-Savvy Millennial,29,2,1,2,3,3,2,1,0,0,1,0,0,0,2,3,2,4,3,3,3,5,2,3,3,1,7,4,4,3,5,5,5,1,50,2,3.0,3.0,3.67,3.3,5.0,5.0,3,0.6819
R0426,Struggling Expat,37,1,2,5,2,1,5,0,1,0,1,0,1,1,3,5,5,3,2,5,4,5,5,5,3,1,4,5,4,5,2,1,5,2,30,2,3.62,4.0,4.17,4.01,6.84,8.0,4,0.5069
R0427,Senior Finance Pro,42,5,4,3,3,3,2,1,0,0,0,0,1,1,1,3,1,2,2,3,5,4,5,4,5,3,7,3,4,3,10,6,7,2,80,3,2.25,2.0,3.17,2.92,3.0,8.0,3,0.6619
R0428,High-Earning Nomad,42,3,5,2,4,1,3,0,1,1,1,0,1,1,2,4,4,4,3,2,3,4,3,4,5,3,8,3,4,4,3,4,8,1,150,3,3.38,4.0,3.83,4.29,6.16,9.0,3,0.7281
R0429,Senior Finance Pro,44,3,3,5,4,1,2,1,1,1,1,1,0,1,3,2,4,2,2,5,3,4,5,4,4,3,7,4,5,3,5,6,6,1,150,4,3.25,5.0,3.5,4.22,5.5,9.0,5,0.685
R0430,Tech-Savvy Millennial,32,3,4,4,3,2,3,1,0,1,1,1,0,0,3,3,3,2,4,2,5,4,4,4,3,3,1,4,4,5,10,1,6,2,50,3,3.38,3.0,4.0,3.79,4.76,5.0,3,0.345
R0431,Tech-Savvy Millennial,33,3,5,4,3,2,3,0,1,0,0,1,1,0,3,3,3,4,3,5,5,5,5,4,5,3,7,5,3,5,4,6,6,2,50,2,3.62,4.0,4.17,3.91,6.44,8.0,4,0.7319
R0432,Cautious Saver,36,3,4,4,4,1,2,0,0,0,1,1,0,1,3,3,3,3,3,2,3,4,5,4,3,1,3,4,4,5,5,2,9,1,30,5,3.0,1.0,4.17,4.1,5.0,5.0,4,0.4719
R0433,Struggling Expat,37,2,4,5,3,1,2,0,0,0,1,0,1,1,3,4,4,3,1,3,4,5,4,5,3,1,4,5,4,4,4,5,7,4,30,2,3.5,1.0,3.83,4.15,6.2,6.0,4,0.5431
R0434,Tech-Savvy Millennial,32,5,3,4,3,1,2,1,0,0,0,1,1,1,2,3,3,3,3,3,5,4,3,4,5,1,8,4,5,3,5,5,7,2,30,2,2.62,3.0,3.5,3.71,4.24,8.0,5,0.72
R0435,Tech-Savvy Millennial,30,5,1,4,2,1,2,1,0,0,1,0,0,1,3,3,3,3,2,1,4,5,3,5,3,2,9,4,4,3,4,7,10,3,50,5,2.88,3.0,4.0,3.64,4.96,5.0,3,0.835
R0436,Cautious Saver,41,4,4,4,3,1,2,1,0,1,0,0,0,1,3,4,3,2,2,2,3,4,3,2,3,2,7,3,2,4,5,4,6,1,30,3,2.88,3.0,3.33,3.84,4.76,6.0,2,0.6431
R0437,Tech-Savvy Millennial,32,3,3,3,4,2,1,0,1,0,1,1,0,1,2,4,5,5,1,3,4,5,4,4,2,2,7,4,4,3,4,3,6,3,50,2,3.5,4.0,3.67,4.05,6.2,8.0,4,0.6519
R0438,Cautious Saver,43,3,5,5,2,1,3,1,0,1,1,1,1,1,3,4,4,3,1,1,4,4,5,4,4,3,6,3,3,4,6,5,6,2,50,3,2.88,3.0,3.17,3.64,4.56,7.0,6,0.5969
R0439,Cautious Saver,49,2,3,4,2,3,4,1,0,1,0,1,0,0,2,2,3,3,2,2,3,5,5,3,3,4,6,4,3,3,10,5,5,2,30,3,2.5,3.0,3.5,2.85,3.0,4.0,3,0.62
R0440,Tech-Savvy Millennial,32,1,3,3,3,1,2,1,1,0,1,1,1,0,3,3,3,2,3,2,5,4,5,4,4,3,8,3,5,5,5,7,9,2,50,3,3.12,6.0,4.0,3.96,5.24,9.0,4,0.785
R0441,Tech-Savvy Millennial,31,1,4,3,3,1,3,0,0,0,1,0,0,1,1,3,3,3,5,1,4,3,3,3,4,3,9,5,4,3,4,7,7,2,80,1,2.88,1.0,4.0,3.84,4.96,4.0,3,0.835
R0442,High-Earning Nomad,40,4,5,4,4,1,3,0,0,0,1,1,1,0,3,4,2,2,3,2,4,4,3,4,5,2,4,5,5,4,2,3,7,1,80,4,2.88,1.0,4.17,4.04,5.36,6.0,4,0.5369
R0443,Senior Finance Pro,51,3,3,5,3,3,1,1,0,0,1,0,0,0,2,3,3,2,3,1,4,5,4,4,4,3,6,5,4,2,5,6,8,4,30,4,2.5,3.0,3.5,3.05,4.0,5.0,2,0.635
R0444,Senior Finance Pro,46,3,3,1,4,2,3,1,1,0,1,1,1,0,1,2,3,1,3,3,4,3,4,4,4,1,7,5,5,3,4,4,7,2,80,1,2.5,6.0,3.5,3.55,4.2,9.0,5,0.655
R0445,Cautious Saver,41,1,4,5,2,2,2,1,1,0,0,1,0,1,3,2,4,3,1,1,3,4,5,4,3,2,5,4,4,5,4,2,8,3,50,3,2.5,6.0,4.17,3.15,4.2,8.0,3,0.5719
R0446,High-Earning Nomad,55,3,3,5,5,3,3,0,0,1,1,1,0,0,3,3,4,1,2,3,4,5,4,3,5,1,8,4,4,5,5,6,7,3,80,2,3.12,1.0,3.83,3.76,5.24,5.0,4,0.7581
R0447,High-Earning Nomad,39,4,3,4,3,1,2,0,0,0,1,0,1,1,2,2,2,3,3,2,3,5,4,4,5,2,6,4,3,4,5,3,7,2,150,4,2.88,1.0,3.83,3.84,4.76,6.0,4,0.6131
R0448,Cautious Saver,48,3,1,3,2,1,3,0,1,0,1,1,0,1,1,2,2,1,2,3,3,3,4,4,4,2,7,5,5,3,6,4,9,2,50,2,2.25,4.0,3.67,3.32,3.3,6.0,5,0.6669
R0449,Senior Finance Pro,48,5,5,1,5,2,1,1,0,0,1,0,0,1,5,5,5,5,5,5,3,5,4,5,4,3,10,3,3,3,5,5,10,2,80,2,2.5,3.0,3.33,3.75,4.0,8.0,3,0.8081
R0450,Tech-Savvy Millennial,32,2,3,2,3,1,2,1,1,1,1,1,1,1,3,1,3,2,2,3,5,4,4,2,5,2,6,5,3,3,4,6,3,1,80,2,2.75,6.0,3.5,3.78,4.7,9.0,5,0.635
R0451,Cautious Saver,38,4,4,4,2,2,2,1,0,0,1,1,0,1,4,4,3,4,2,3,4,4,5,3,3,4,1,5,4,4,5,1,6,3,50,4,3.38,3.0,3.83,3.59,5.76,5.0,4,0.3331
R0452,Struggling Expat,31,3,3,1,2,1,3,0,0,0,0,0,0,0,4,3,5,4,3,5,4,5,4,5,2,3,7,5,4,4,4,2,6,4,0,2,4.25,1.0,4.0,4.32,7.7,2.0,0,0.66
R0453,Senior Finance Pro,44,3,4,5,3,2,1,0,0,1,0,0,0,0,1,2,3,2,3,1,3,4,4,4,4,2,5,4,5,4,4,7,9,1,150,5,2.12,1.0,4.0,3.16,3.44,3.0,0,0.635
R0454,High-Earning Nomad,36,3,3,2,4,1,5,1,0,0,1,1,0,1,5,5,3,3,3,2,5,4,3,5,4,1,6,4,4,5,5,6,5,1,80,3,3.62,3.0,3.83,4.41,6.24,7.0,3,0.6581
R0455,Tech-Savvy Millennial,33,3,2,2,4,1,2,1,1,0,1,0,1,1,3,2,4,3,2,3,4,5,4,4,3,1,8,5,4,3,4,2,9,3,50,4,3.12,6.0,3.83,4.16,5.44,9.0,4,0.6981
