Q1_AgeRaw,Q3_Education,Q5_IncomeTier_Imputed,Q7_YearsDubai,Q2_Gender_Label,Q4_Employment_Label,Q6_Nationality_Label,Q22_PricingModel_Label,Q2_Gender_1,Q2_Gender_2,Q2_Gender_3,Q2_Gender_4,Q4_Employment_1,Q4_Employment_2,Q4_Employment_3,Q4_Employment_4,Q4_Employment_5,Q6_Nationality_1,Q6_Nationality_2,Q6_Nationality_3,Q6_Nationality_4,Q6_Nationality_5,Q6_Nationality_6,Q6_Nationality_7,Q22_PricingModel_1,Q22_PricingModel_2,Q22_PricingModel_3,Q22_PricingModel_4,Q22_PricingModel_5,Q22_PricingModel_6,Q9_ReviewFrequency,Q10_NumCurrencies,Q12_SavingsPct,Q8_MobileBanking,Q8_DedicatedApp,Q11_Investment,Q11_Remittance,Q13_DiffTrackMultiCurrency,Q13_LoseFXMoney,Q13_SavingsHabit,Q13_DissatisifiedTools,Q13_UnexpectedExpenses,Q15_MoneyLost,Q16_AIExpenseCategorisation,Q16_MultiCurrencyTracking,Q16_SavingsGoals,Q16_RemittanceBestRate,Q16_InvestmentTracking,Q18_UAEBankIntegration,Q19_PrivacyConcern,Q23_Incentive,Q26_HelpSaveMoney,Q26_AIBetterInsights,Q26_ComfortableAutocat,Q26_WouldRecommend,Q26_TrustRegulatory,Q27_CurrentSatisfaction,Derived_PainComposite,Derived_TechAffinity,Derived_AdoptionAttitude,Derived_FinancialStress,Eng_PainGap,Eng_DigitalEngagement,Eng_ActivityBreadth,Eng_AdoptionReadiness,Eng_WTPperPain,Flag_ValueSeeker,Flag_MultiCurrencyUser,Q21_WTP_AED,Q24_DownloadLikelihood,Respondent_ID
51,2,5,1,Female,PrivateSector,ArabExpat,Freemium,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,3,2,0,0,1,1,2,3,3,5,2,4,3,3,5,4,3,5,3,3,4,3,4,4,5,3,3.0,1.0,4.0,3.6,5.4,6.0,5,0.8,3.33,0,0,10,8,R0907
44,3,5,5,Female,Government,SouthAsian,Freemium,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,3,2,1,1,1,1,3,2,2,2,2,3,3,4,4,5,5,5,3,3,3,4,2,4,5,10,2.25,6.0,3.5,3.22,3.0,9.0,4,0.7,22.22,0,0,50,7,R0908
28,5,3,3,Male,Government,SouthAsian,AnnualSubscription,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,3,2,1,1,0,1,3,2,4,2,5,5,5,4,2,3,5,4,2,4,3,4,4,4,4,5,3.0,6.0,3.83,3.6,5.0,9.0,3,0.6581,10.0,0,0,30,6,R0909
45,3,3,4,Male,Government,Other,Freemium,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,3,2,0,0,0,1,2,3,3,3,4,3,4,4,3,4,5,4,1,3,4,5,4,5,3,6,2.75,0.0,4.17,3.48,4.3,4.0,4,0.6819,18.18,0,0,50,6,R0910
40,2,2,4,Male,Government,EastAsian,Freemium,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,4,1,0,0,0,1,4,3,4,3,5,6,5,4,4,5,3,5,3,4,4,3,3,3,4,4,3.75,1.0,3.67,4.47,6.7,5.0,4,0.5819,8.0,0,1,30,5,R0911
32,2,3,4,Female,PrivateSector,African,Freemium,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,1,1,0,0,0,3,2,3,2,3,4,3,4,4,3,4,4,1,4,4,4,5,5,3,6,2.88,3.0,4.17,3.84,4.56,5.0,0,0.6819,0.0,0,0,0,6,R0912
39,1,2,5,Male,PrivateSector,EastAsian,AnnualSubscription,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,2,1,0,1,0,1,4,4,5,5,5,6,2,4,4,5,4,4,2,1,5,4,4,3,4,2,4.0,4.0,4.0,4.2,7.6,6.0,4,0.735,2.5,1,0,10,7,R0913
49,5,5,4,Male,PrivateSector,SouthAsian,MonthlySubscription,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,4,1,1,0,1,0,1,2,3,3,3,2,4,5,5,4,4,5,2,1,4,5,4,4,3,6,2.12,3.0,3.83,3.66,3.04,9.0,3,0.7231,23.58,0,1,50,7,R0914
38,2,2,3,Male,PrivateSector,SouthAsian,Freemium,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,2,1,0,0,0,0,4,4,4,4,5,7,3,4,5,3,3,5,2,5,4,3,3,4,3,3,4.0,1.0,3.5,4.2,7.4,2.0,2,0.57,7.5,0,0,30,5,R0915
51,3,4,5,Male,Government,Emirati,MonthlySubscription,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,4,1,1,0,0,1,2,2,2,1,4,2,3,4,3,5,4,5,2,2,4,4,3,3,5,6,2.5,3.0,3.5,3.85,3.8,7.0,4,0.44,32.0,0,1,80,3,R0916
43,3,4,5,NonBinary,Freelancer,SouthAsian,OneTimePurchase,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,4,3,0,0,1,1,2,3,2,4,3,5,3,4,5,5,4,4,3,4,3,4,4,5,3,6,3.0,1.0,3.83,3.5,4.8,6.0,3,0.7231,16.67,0,1,50,7,R0917
39,4,3,2,Male,Freelancer,SouthAsian,Freemium,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,4,3,1,0,0,0,3,2,3,2,3,6,5,5,3,5,5,3,2,5,5,4,4,4,2,3,3.0,3.0,3.83,3.5,5.4,7.0,1,0.6581,26.67,0,1,80,6,R0918
41,2,3,4,Female,Government,ArabExpat,Freemium,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,3,2,1,1,0,0,5,3,4,3,3,2,4,4,4,4,4,4,3,1,4,4,5,4,5,5,3.38,6.0,4.17,3.79,5.76,9.0,3,0.6169,23.67,0,0,80,5,R0919
31,2,2,4,Male,PrivateSector,Western,AnnualSubscription,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,4,1,1,1,0,0,4,3,3,3,4,3,3,4,3,4,4,5,2,2,4,5,3,3,3,5,3.25,6.0,3.67,4.22,5.5,9.0,1,0.7119,9.23,0,1,30,7,R0920
45,3,3,5,Female,Government,African,PayPerFeature,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,4,2,0,0,0,0,4,4,4,2,5,5,4,5,3,3,4,3,1,2,5,4,4,4,4,4,3.25,1.0,4.17,3.92,5.7,4.0,1,0.8769,46.15,0,1,150,9,R0921
32,2,3,4,Female,PrivateSector,EastAsian,MonthlySubscription,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,4,1,1,0,0,0,4,4,4,5,5,4,4,3,4,5,2,4,2,3,5,5,5,2,4,3,4.38,2.0,4.33,4.6103,8.16,6.0,0,0.6931,2.28,0,1,10,6,R0922
40,3,5,5,Female,PrivateSector,Other,Freemium,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,5,2,1,0,1,0,1,5,4,3,5,5,3,5,3,4,4,5,1,4,4,3,4,4,3,6,3.38,3.0,3.5,4.19,5.56,9.0,3,0.7,14.79,0,1,50,7,R0923
37,3,3,5,Male,PrivateSector,Emirati,AnnualSubscription,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,1,0,0,1,3,4,3,2,2,3,3,4,4,4,3,5,3,3,4,5,5,4,4,5,2.62,3.0,4.0,3.21,4.24,5.0,4,0.605,11.45,0,0,30,5,R0924
40,4,4,3,Female,Government,Emirati,Freemium,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,4,2,0,0,0,0,1,1,3,2,4,2,3,5,5,5,5,4,2,6,4,3,4,5,3,4,2.12,1.0,3.67,3.36,3.44,5.0,2,0.7119,23.58,0,1,50,7,R0925
33,5,2,4,Female,PartTime,Western,AnnualSubscription,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,3,3,4,1,1,0,0,3,2,3,3,3,5,5,4,4,3,5,5,3,6,4,5,5,5,4,6,3.0,6.0,4.67,3.0,4.8,8.0,0,0.7819,26.67,0,0,80,7,R0926
29,3,3,1,Male,PrivateSector,SouthAsian,Freemium,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,3,2,0,1,0,0,3,2,3,1,3,6,4,5,4,5,3,5,3,1,3,4,5,4,5,6,2.75,4.0,4.33,3.48,4.3,7.0,1,0.8231,18.18,0,0,50,8,R0927
38,1,3,4,Female,PrivateSector,SouthAsian,FreeWithAds,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,3,1,0,0,0,1,4,4,4,4,4,5,3,4,5,5,3,4,2,4,5,4,3,4,4,2,4.12,1.0,4.17,4.46,7.84,3.0,2,0.6169,2.43,0,0,10,5,R0928
37,2,1,4,Female,Freelancer,SouthAsian,Freemium,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,2,1,0,0,1,1,3,5,4,4,5,5,4,5,4,5,3,4,3,1,4,3,2,4,4,4,4.12,0.0,3.5,4.26,7.44,5.0,4,0.635,2.43,0,0,10,6,R0929
32,5,2,2,Female,PrivateSector,SouthAsian,Freemium,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,3,1,1,1,0,1,3,4,1,3,3,3,5,4,4,3,2,5,2,1,4,4,4,4,3,4,2.62,6.0,3.83,3.71,4.44,9.0,2,0.7231,19.08,0,0,50,7,R0930
27,3,2,3,Female,Freelancer,ArabExpat,FreeWithAds,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,4,1,1,0,0,1,2,3,4,2,2,3,4,3,4,3,3,5,1,4,4,4,4,5,4,5,2.88,3.0,4.17,4.04,4.76,7.0,4,0.7469,17.36,0,1,50,7,R0931
36,3,2,5,Male,Government,SouthAsian,Freemium,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,3,1,0,0,0,0,2,2,2,2,3,3,4,3,4,4,3,4,3,4,3,3,4,4,4,4,2.25,1.0,3.83,3.52,3.7,3.0,2,0.5931,13.33,0,0,30,5,R0932
33,2,5,1,Male,BusinessOwner,ArabExpat,MonthlySubscription,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,4,1,0,0,1,0,4,4,3,3,4,7,4,4,3,4,4,5,3,1,5,4,4,5,4,5,3.38,1.0,4.33,4.29,5.76,6.0,1,0.7581,14.79,0,1,50,7,R0933
31,2,2,3,Male,PrivateSector,Western,Freemium,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,2,1,1,0,0,1,4,4,1,3,5,4,4,4,5,5,3,4,2,1,4,2,4,3,4,2,3.62,3.0,3.67,4.01,6.84,4.0,3,0.7119,8.29,1,0,30,7,R0934
30,2,3,2,Female,Freelancer,SouthAsian,FreeWithAds,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,3,1,1,0,0,0,5,2,2,3,3,4,4,5,5,4,4,5,3,4,4,3,4,5,3,6,3.12,3.0,3.83,3.96,5.04,5.0,2,0.7231,16.03,0,0,50,7,R0935
29,3,2,2,Female,PrivateSector,SouthAsian,Freemium,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,2,2,1,1,0,0,3,3,4,2,3,5,4,5,3,3,4,3,3,1,4,4,3,3,4,4,3.0,6.0,3.67,3.4,5.2,7.0,3,0.7119,16.67,0,0,50,7,R0936
30,5,3,4,Female,Government,SouthAsian,FreeWithAds,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,1,0,1,1,1,5,3,3,2,3,4,2,4,4,3,4,5,1,2,4,4,3,5,4,5,3.25,4.0,4.17,4.03,5.5,9.0,5,0.6169,15.38,0,0,50,5,R0937
34,5,3,3,Male,Government,SouthAsian,OneTimePurchase,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,4,1,0,1,1,1,1,4,4,2,4,4,4,4,4,5,4,3,2,3,4,3,4,4,4,5,3.25,3.0,3.67,4.22,5.5,9.0,5,0.6469,24.62,0,1,80,6,R0938
32,3,3,4,Male,PrivateSector,EastAsian,MonthlySubscription,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,3,2,0,1,0,1,2,1,3,3,3,4,5,4,4,4,3,4,1,5,3,5,5,4,4,5,2.62,4.0,4.17,3.41,4.24,7.0,3,0.6819,19.08,0,0,50,6,R0939
34,2,2,2,Female,Government,EastAsian,FreeWithAds,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,3,1,1,0,0,1,1,3,4,3,5,5,4,4,4,5,3,4,3,4,4,3,5,4,4,3,3.75,3.0,4.17,4.28,6.9,6.0,5,0.6169,8.0,0,0,30,5,R0940
28,5,2,3,Male,PrivateSector,Western,Freemium,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,3,2,1,1,0,1,3,2,3,2,3,4,5,4,3,5,4,3,2,2,4,5,4,5,4,3,2.62,6.0,4.17,3.41,4.64,9.0,5,0.6169,19.08,0,0,50,5,R0941
33,3,3,4,Male,BusinessOwner,SouthAsian,Freemium,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,3,1,0,0,0,1,4,4,5,4,4,6,3,4,5,4,2,4,2,2,4,2,3,3,3,4,4.12,1.0,3.33,4.46,7.44,4.0,4,0.6231,0.0,0,0,0,6,R0942
38,1,1,3,Female,Freelancer,Western,Freemium,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,3,1,0,0,0,0,4,3,4,4,5,5,3,4,5,4,3,4,3,2,5,4,4,4,4,3,4.12,1.0,4.33,4.46,7.64,4.0,3,0.6281,7.28,0,0,30,5,R0943
47,3,4,4,Male,Government,ArabExpat,Freemium,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,2,2,1,0,0,1,3,3,3,3,3,3,2,5,5,4,4,4,2,3,4,4,4,3,3,3,2.88,3.0,3.5,3.34,5.16,4.0,2,0.7,3.47,0,0,10,7,R0944
34,2,3,4,Male,PrivateSector,ArabExpat,MonthlySubscription,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,3,1,0,0,0,1,4,3,3,2,3,3,5,4,3,3,4,3,2,4,4,5,4,3,4,5,2.62,1.0,4.17,3.71,4.24,3.0,3,0.8119,19.08,0,0,50,8,R0945
35,3,5,4,Male,Freelancer,ArabExpat,MonthlySubscription,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,3,2,0,1,0,1,4,4,1,3,3,4,5,4,4,3,3,5,3,6,5,5,4,4,3,5,3.12,4.0,4.33,3.66,5.24,6.0,4,0.9531,16.03,0,0,50,10,R0946
34,3,2,3,Male,PrivateSector,ArabExpat,Freemium,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,3,1,0,0,0,1,5,4,4,2,3,3,4,4,3,3,2,5,2,3,4,5,5,5,5,5,3.12,1.0,4.67,3.96,5.24,4.0,4,0.7169,16.03,0,0,50,6,R0947
40,4,3,4,PreferNotSay,BusinessOwner,ArabExpat,Freemium,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,4,2,0,0,0,0,3,4,3,5,5,6,4,4,3,4,5,4,1,2,5,3,4,4,5,3,3.38,0.0,4.33,3.99,6.16,4.0,1,0.6931,44.38,0,1,150,6,R0948
36,3,5,1,Male,BusinessOwner,EastAsian,OneTimePurchase,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,4,1,0,0,1,1,4,5,4,3,4,4,4,5,3,4,5,5,3,3,5,4,3,4,4,6,3.62,1.0,4.0,4.41,6.04,7.0,6,0.605,22.1,1,1,80,5,R0949
43,2,1,3,Male,PrivateSector,SouthAsian,Freemium,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,2,1,0,0,0,1,4,4,5,4,5,4,4,5,5,4,4,5,2,2,5,4,3,3,4,3,4.25,0.0,3.83,4.32,7.9,3.0,4,0.5281,0.0,0,0,0,4,R0950
33,2,2,3,Male,BusinessOwner,EastAsian,Freemium,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,3,1,0,0,0,1,4,4,5,5,5,5,4,4,5,5,2,5,3,6,5,2,4,5,4,4,4.5,0.0,4.0,4.6103,8.2,4.0,3,0.67,2.22,0,0,10,6,R0951
39,3,2,2,Female,PrivateSector,SouthAsian,Freemium,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,2,1,0,1,0,0,5,3,4,4,5,4,4,4,5,4,2,4,1,2,3,5,4,4,4,2,4.25,4.0,4.17,4.32,8.1,5.0,1,0.6819,7.06,0,0,30,6,R0952
35,3,3,4,Male,PrivateSector,Emirati,AnnualSubscription,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,3,2,1,0,0,1,3,2,4,3,4,4,3,3,4,3,4,4,3,4,4,4,3,4,3,5,3.62,3.0,3.67,3.91,6.24,6.0,4,0.5169,22.1,0,0,80,4,R0953
44,3,4,5,Female,Freelancer,Other,Freemium,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,4,1,0,0,0,1,4,1,4,2,3,3,3,5,4,5,4,3,2,1,3,2,5,4,2,3,3.0,1.0,3.33,4.1,5.4,5.0,3,0.6231,26.67,0,1,80,6,R0954
46,5,4,5,Male,PrivateSector,Other,AnnualSubscription,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,3,2,0,0,1,0,3,3,3,2,3,2,4,5,4,5,3,5,2,3,4,5,4,4,3,3,2.5,1.0,4.0,3.35,4.4,5.0,4,0.67,60.0,0,0,150,6,R0955
45,5,4,5,Male,Government,Emirati,OneTimePurchase,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,4,2,1,0,1,0,2,3,2,1,3,3,4,4,5,5,4,4,2,1,4,3,3,5,3,6,2.12,3.0,3.5,3.36,3.04,9.0,3,0.7,23.58,0,1,50,7,R0956
40,2,5,5,Male,PrivateSector,SouthAsian,OneTimePurchase,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,3,4,0,0,1,1,3,5,5,3,3,4,4,5,4,5,2,4,2,1,5,5,3,3,3,2,4.0,1.0,4.0,3.5,7.6,5.0,3,0.54,7.5,0,0,30,4,R0957
29,2,2,3,Female,PrivateSector,SouthAsian,MonthlySubscription,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3,1,0,0,0,1,4,2,3,2,4,5,5,4,4,3,4,3,2,3,5,5,3,4,3,5,3.12,1.0,4.17,3.96,5.24,4.0,3,0.7469,25.64,0,0,80,7,R0958
33,3,3,4,Female,Government,ArabExpat,MonthlySubscription,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,3,2,0,0,0,1,4,4,4,3,4,3,5,4,4,3,3,4,2,3,3,4,3,3,4,4,3.75,1.0,3.5,3.98,6.7,4.0,4,0.7,8.0,1,0,30,7,R0959
43,4,3,5,Male,Government,EastAsian,AnnualSubscription,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,2,2,1,1,0,0,4,2,3,2,2,3,2,3,5,4,4,4,4,6,2,3,3,4,5,6,2.75,6.0,3.5,3.28,4.3,8.0,3,0.635,10.91,0,0,30,6,R0960
30,5,4,3,Male,BusinessOwner,Other,MonthlySubscription,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,3,1,0,0,1,1,3,3,3,1,2,4,4,4,3,3,4,5,2,1,4,5,4,3,4,6,2.38,1.0,4.17,3.59,3.56,5.0,4,0.8769,21.01,0,0,50,9,R0961
38,5,2,1,Female,Freelancer,Western,FreeWithAds,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,2,1,1,0,0,1,4,3,5,4,5,6,5,5,4,5,3,5,2,2,4,3,4,3,3,3,3.88,2.0,3.67,4.14,7.16,4.0,3,0.4519,12.89,0,0,50,3,R0962
33,3,2,4,Male,Freelancer,SouthAsian,FreeWithAds,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,2,0,1,0,1,3,4,4,2,4,4,4,4,3,4,5,4,3,3,4,5,5,3,4,5,3.25,4.0,4.33,3.72,5.5,7.0,2,0.9531,15.38,0,0,50,10,R0963
43,3,5,5,Female,PrivateSector,Western,MonthlySubscription,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,3,1,0,1,1,0,3,3,3,1,4,3,5,5,5,5,4,3,3,2,3,5,3,5,3,5,2.5,4.0,3.5,3.65,4.0,9.0,2,0.7,20.0,0,0,50,7,R0964
42,2,4,5,Male,PrivateSector,SouthAsian,MonthlySubscription,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,3,1,1,1,1,0,2,3,2,1,3,3,2,3,4,4,5,5,3,6,5,4,4,5,4,6,2.62,6.0,4.17,3.71,4.04,9.0,4,0.7469,19.08,0,0,50,7,R0965
43,3,5,5,Female,PrivateSector,Other,Freemium,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,3,1,0,0,1,1,2,2,3,3,4,4,3,4,4,4,4,5,2,5,5,2,3,4,4,5,2.5,1.0,3.5,3.65,4.0,6.0,5,0.505,32.0,0,0,80,4,R0966
44,3,4,5,Female,PrivateSector,African,Freemium,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,4,1,1,0,0,3,3,3,2,3,2,3,4,5,5,3,5,3,6,3,4,2,4,5,5,3.12,6.0,3.5,2.86,5.24,7.0,0,0.57,9.62,0,0,30,5,R0967
46,4,4,5,NonBinary,Government,ArabExpat,MonthlySubscription,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,4,2,0,0,0,1,1,2,3,1,4,3,4,3,3,5,5,5,3,4,5,4,4,4,4,6,2.12,1.0,4.17,3.36,3.04,5.0,5,0.6169,23.58,0,1,50,5,R0968
38,3,3,2,Female,PrivateSector,SouthAsian,AnnualSubscription,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,3,1,0,0,0,1,2,3,5,3,5,5,3,4,4,5,3,4,3,6,4,5,3,4,3,3,3.62,1.0,3.83,4.21,6.64,3.0,3,0.5931,2.76,0,0,10,5,R0969
47,3,3,5,Male,Freelancer,SouthAsian,FreeWithAds,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,2,1,0,0,0,0,5,4,4,4,5,5,4,4,5,4,3,5,2,4,4,3,4,5,4,3,4.5,1.0,4.0,4.45,8.4,3.0,3,0.67,2.22,1,0,10,6,R0970
36,2,1,3,Female,Government,Emirati,AnnualSubscription,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,3,1,0,1,1,1,4,5,5,3,5,4,4,5,5,5,4,3,3,2,5,3,4,5,3,1,4.38,4.0,3.83,4.59,8.56,9.0,4,0.5931,11.42,0,0,50,5,R0971
33,3,5,4,Male,PrivateSector,EastAsian,AnnualSubscription,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,4,1,0,1,1,1,2,4,4,3,4,5,5,5,3,5,5,3,1,4,5,4,4,5,3,4,3.12,4.0,4.0,4.16,5.44,9.0,4,0.735,48.08,0,1,150,7,R0972
39,2,5,4,Male,PrivateSector,SouthAsian,Freemium,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,3,1,0,0,1,1,1,4,3,2,3,5,3,4,5,5,2,5,3,1,4,3,4,5,5,4,2.88,1.0,4.33,3.84,4.96,6.0,6,0.6281,17.36,0,0,50,5,R0973
30,3,2,2,Female,Freelancer,SouthAsian,MonthlySubscription,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,4,1,0,0,0,0,4,2,2,1,4,3,4,4,4,3,4,4,3,5,5,3,4,5,4,6,2.88,1.0,4.17,4.04,4.56,4.0,2,0.5519,17.36,0,1,50,4,R0974
27,3,2,1,Female,Freelancer,ArabExpat,PayPerFeature,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,1,1,0,0,0,4,3,3,2,4,6,5,4,4,5,4,5,3,6,4,4,4,5,3,5,3.25,3.0,4.17,4.03,5.5,6.0,3,0.6819,15.38,0,0,50,6,R0975
32,3,4,4,Female,BusinessOwner,EastAsian,Freemium,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,3,1,1,1,0,0,3,4,4,2,3,4,5,5,4,3,4,4,3,4,4,5,4,5,2,4,3.25,6.0,4.17,4.03,5.7,9.0,2,0.8119,15.38,0,0,50,8,R0976
40,5,2,2,Male,PrivateSector,SouthAsian,Freemium,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,3,1,0,0,0,1,1,4,5,4,5,5,3,4,4,5,3,3,1,1,5,5,4,5,3,4,3.75,0.0,4.33,4.28,6.7,4.0,4,0.6281,2.67,1,0,10,5,R0977
38,2,3,3,Female,PartTime,African,AnnualSubscription,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,3,3,1,1,0,1,5,4,4,3,3,3,4,5,3,4,3,5,3,1,4,3,4,5,4,5,3.62,6.0,4.0,3.61,6.24,9.0,5,0.735,8.29,1,0,30,7,R0978
31,2,1,4,Female,PrivateSector,African,Freemium,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,3,1,1,0,1,1,3,3,3,3,3,5,3,5,3,5,3,5,1,1,3,3,3,3,3,3,4.38,3.0,3.83,4.59,8.16,8.0,6,0.5281,2.28,1,0,10,4,R0979
34,2,3,3,Male,PrivateSector,Other,FreeWithAds,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,3,2,0,0,0,1,3,3,3,3,3,5,5,4,5,3,4,5,2,2,3,3,3,3,3,3,4.25,1.0,4.17,4.22,7.9,3.0,2,0.6819,7.06,1,0,30,6,R0980
40,3,3,4,Male,PartTime,SouthAsian,Freemium,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,3,3,3,0,0,0,1,2,2,2,2,4,3,3,4,4,4,4,5,3,1,4,3,4,5,4,5,2.38,0.0,4.0,2.99,3.76,4.0,3,0.67,33.61,0,0,80,6,R0981
