Respondent_ID,Persona_Cluster,Q1_AgeRaw,Q3_Education,Q5_IncomeTier_Imputed,Q7_YearsDubai,Q10_NumCurrencies,Q12_SavingsPct,Q9_ReviewFrequency,Q8_MobileBanking,Q8_DedicatedApp,Q8_Spreadsheet,Q11_Remittance,Q11_FX,Q11_Investment,Q11_Subscriptions,Q13_DiffTrackMultiCurrency,Q13_LoseFXMoney,Q13_SavingsHabit,Q13_MultiBankTimeConsuming,Q13_DissatisifiedTools,Q13_HealthUnderstanding,Q16_AIExpenseCategorisation,Q16_MultiCurrencyTracking,Q16_SavingsGoals,Q16_RemittanceBestRate,Q16_InvestmentTracking,Q19_PrivacyConcern,Q24_DownloadLikelihood,Q26_HelpSaveMoney,Q26_AIBetterInsights,Q26_WouldRecommend,Q27_CurrentSatisfaction,Q31_ConfidenceAI,Q29_NPS,Q20_WTP_Intent,Q21_WTP_AED,Q22_PricingModel,Derived_PainComposite,Derived_TechAffinity,Derived_AdoptionAttitude,Derived_FinancialStress,Eng_PainGap,Eng_DigitalEngagement,Eng_ActivityBreadth,Eng_AdoptionReadiness,KMeans_Label,Cluster_Name
R0898,High-Earning Nomad,39,5,3,5,5,1,4,0,0,0,0,1,1,1,2,2,5,1,1,2,4,5,4,4,5,1,8,3,3,4,4,6,10,1,80,4,2.5,1.0,3.17,4.05,4.2,8.0,4,0.7119,2,High-Value Nomads
R0899,Tech-Savvy Millennial,30,3,3,4,2,3,2,0,0,0,0,0,1,1,3,4,4,1,2,2,5,4,3,3,3,1,7,5,3,5,5,6,8,1,50,2,3.0,1.0,3.83,3.1,5.0,5.0,2,0.7081,0,Digital-First Millennials
R0900,Tech-Savvy Millennial,31,3,4,3,3,2,1,1,0,0,0,0,1,1,3,2,3,4,1,3,5,5,3,4,2,2,7,4,3,4,6,6,10,1,50,2,3.0,3.0,3.83,3.6,4.8,8.0,4,0.7081,0,Digital-First Millennials
R0901,Tech-Savvy Millennial,29,3,5,3,4,1,1,0,1,0,1,0,0,1,2,2,3,3,3,3,4,3,3,4,4,2,6,3,5,5,6,6,2,1,50,2,3.12,4.0,3.67,4.16,5.04,8.0,3,0.6469,0,Digital-First Millennials
R0902,Tech-Savvy Millennial,33,2,3,3,3,1,2,1,0,0,1,1,0,1,3,2,4,3,3,2,4,4,4,4,3,2,6,4,3,3,5,5,8,2,80,2,2.88,3.0,3.67,3.84,4.76,6.0,5,0.6319,0,Digital-First Millennials
R0903,Tech-Savvy Millennial,28,3,3,3,2,2,3,1,0,0,1,0,0,0,4,3,4,3,2,3,5,4,4,4,3,1,7,4,5,3,4,5,8,1,10,3,3.5,3.0,4.17,3.65,6.2,4.0,3,0.7169,0,Digital-First Millennials
R0904,Struggling Expat,37,2,4,2,3,2,4,0,1,0,0,1,0,1,3,3,3,3,3,3,4,5,5,5,4,2,4,3,3,3,4,4,6,2,10,2,4.38,4.0,3.83,4.29,7.96,7.0,3,0.5281,3,Budget-Conscious Expats
R0905,Senior Finance Pro,41,3,3,4,3,4,2,0,0,0,0,1,0,1,2,3,4,2,2,2,2,4,5,4,5,4,4,3,2,4,5,3,10,4,50,2,2.88,1.0,3.5,2.94,4.76,4.0,4,0.49,4,Finance Professionals
R0906,High-Earning Nomad,42,3,4,5,4,2,3,1,0,0,0,1,0,1,2,4,4,4,4,3,4,4,4,4,5,2,7,4,5,3,2,2,9,1,50,2,3.5,3.0,3.67,4.05,6.6,7.0,2,0.6369,2,High-Value Nomads
R0907,Cautious Saver,51,2,5,1,3,2,2,0,0,0,1,0,1,1,2,3,3,3,5,3,3,3,5,4,3,3,8,4,3,4,3,6,6,3,10,2,3.0,1.0,4.0,3.6,5.4,6.0,5,0.77,4,Finance Professionals
R0908,Senior Finance Pro,44,3,5,5,3,2,3,1,1,0,1,1,1,1,3,2,2,2,2,2,3,4,4,5,5,3,7,3,4,4,10,2,2,2,50,2,2.25,6.0,3.5,3.22,3.0,9.0,4,0.625,1,High-Value Nomads
R0909,Tech-Savvy Millennial,28,5,3,3,3,2,4,1,1,0,1,0,0,1,3,2,4,3,2,2,5,4,2,3,5,2,6,3,4,4,5,4,5,2,30,4,3.0,6.0,3.83,3.6,5.0,9.0,3,0.6281,0,Digital-First Millennials
R0910,Senior Finance Pro,45,3,3,4,3,2,2,0,0,1,1,1,0,1,2,3,3,2,3,2,4,4,3,4,5,1,6,4,5,5,6,5,5,1,50,2,2.75,0.0,4.17,3.48,4.3,4.0,4,0.6669,1,High-Value Nomads
R0911,Struggling Expat,40,2,2,4,4,1,4,0,0,1,1,0,0,1,4,3,4,2,3,4,5,4,4,5,3,3,5,4,3,3,4,4,5,3,30,2,3.75,1.0,3.67,4.47,6.7,5.0,4,0.5669,3,Budget-Conscious Expats
R0912,Tech-Savvy Millennial,32,2,3,4,3,1,1,1,0,0,0,0,0,0,3,2,3,3,2,2,3,4,4,3,4,1,6,4,4,5,6,3,2,5,0,2,2.88,3.0,4.17,3.84,4.56,5.0,0,0.6369,4,Finance Professionals
R0913,Struggling Expat,39,1,2,5,2,1,3,0,1,0,1,1,0,1,4,4,5,4,5,4,2,4,4,5,4,2,7,5,4,3,2,2,5,2,10,4,4.0,4.0,4.0,4.2,7.6,6.0,4,0.66,3,Budget-Conscious Expats
R0914,Senior Finance Pro,49,5,5,4,4,1,2,1,0,1,0,0,1,1,1,2,3,1,3,2,4,5,5,4,4,2,7,4,5,4,6,3,6,1,50,3,2.12,3.0,3.83,3.66,3.04,9.0,3,0.6631,1,High-Value Nomads
R0915,Struggling Expat,38,2,2,3,2,1,3,0,0,0,0,1,0,0,4,4,4,4,4,5,3,4,5,3,3,2,5,4,3,4,3,1,5,4,30,2,4.0,1.0,3.5,4.2,7.4,2.0,2,0.51,3,Budget-Conscious Expats
R0916,Senior Finance Pro,51,3,4,5,4,1,4,1,0,0,1,1,0,1,2,2,2,5,1,1,3,4,3,5,4,2,3,4,4,3,6,1,5,1,80,3,2.5,3.0,3.5,3.85,3.8,7.0,4,0.41,1,High-Value Nomads
R0917,Senior Finance Pro,43,3,4,5,4,3,2,0,0,1,1,0,1,0,2,3,2,4,4,3,3,4,5,5,4,3,7,3,4,5,6,4,4,4,50,5,3.0,1.0,3.83,3.5,4.8,6.0,3,0.6781,4,Finance Professionals
R0918,High-Earning Nomad,39,4,3,2,4,3,3,1,0,0,0,0,0,1,3,2,3,3,2,4,5,5,3,5,5,2,6,5,4,4,3,4,7,1,80,2,3.0,3.0,3.83,3.5,5.4,7.0,1,0.6281,2,High-Value Nomads
R0919,Cautious Saver,41,2,3,4,3,2,1,1,1,1,0,1,0,1,5,3,4,5,3,1,4,4,4,4,4,3,5,4,4,4,5,4,4,4,80,2,3.38,6.0,4.17,3.79,5.76,9.0,3,0.6019,0,Digital-First Millennials
R0920,Tech-Savvy Millennial,31,2,2,4,4,1,2,1,1,1,0,1,0,0,4,3,3,3,3,2,3,4,3,4,4,2,7,4,5,3,5,4,10,4,30,4,3.25,6.0,3.67,4.22,5.5,9.0,1,0.6669,0,Digital-First Millennials
R0921,High-Earning Nomad,45,3,3,5,4,2,4,0,0,0,0,1,0,0,4,4,4,3,2,1,4,5,3,3,4,1,9,5,4,4,4,7,9,2,150,6,3.25,1.0,4.17,3.92,5.7,4.0,1,0.8469,2,High-Value Nomads
R0922,Struggling Expat,32,2,3,4,4,1,3,1,0,1,0,0,0,0,4,4,4,5,5,3,4,3,4,5,2,2,6,5,5,2,3,4,6,4,10,3,4.38,2.0,4.33,4.6103,8.16,6.0,0,0.6631,3,Budget-Conscious Expats
R0923,High-Earning Nomad,40,3,5,5,5,2,1,1,0,0,0,0,1,1,1,5,4,3,3,1,3,5,3,4,4,1,7,4,3,4,6,8,6,3,50,2,3.38,3.0,3.5,4.19,5.56,9.0,3,0.715,2,High-Value Nomads
R0924,Cautious Saver,37,3,3,5,2,2,2,1,0,1,1,1,0,1,3,4,3,1,2,2,3,4,4,4,3,3,5,4,5,4,5,1,6,2,30,4,2.62,3.0,4.0,3.21,4.24,5.0,4,0.545,4,Finance Professionals
R0925,Senior Finance Pro,40,4,4,3,4,2,2,0,0,0,0,1,0,1,1,1,3,1,2,3,3,5,5,5,5,2,7,4,3,5,4,8,9,2,50,2,2.12,1.0,3.67,3.36,3.44,5.0,2,0.7269,1,High-Value Nomads
R0926,Tech-Savvy Millennial,33,5,2,4,3,4,3,1,1,0,0,0,0,0,3,2,3,3,3,3,5,4,4,3,5,3,7,4,5,5,6,4,10,2,80,4,3.0,6.0,4.67,3.0,4.8,8.0,0,0.7369,0,Digital-First Millennials
R0927,Tech-Savvy Millennial,29,3,3,1,3,2,4,0,1,1,0,0,0,1,3,2,3,3,1,3,4,5,4,5,3,3,8,3,4,4,6,6,8,2,50,2,2.75,4.0,4.33,3.48,4.3,7.0,1,0.7931,0,Digital-First Millennials
R0928,Struggling Expat,38,1,3,4,3,1,3,0,0,0,1,0,0,0,4,4,4,4,4,4,3,4,5,5,3,2,5,5,4,4,2,2,6,4,10,1,4.12,1.0,4.17,4.46,7.84,3.0,2,0.5719,3,Budget-Conscious Expats
R0929,Struggling Expat,37,2,1,4,2,1,3,0,0,1,1,0,1,1,3,5,4,4,4,3,4,5,4,5,3,3,6,4,3,4,4,3,6,3,10,2,4.12,0.0,3.5,4.26,7.44,5.0,4,0.59,3,Budget-Conscious Expats
R0930,Tech-Savvy Millennial,32,5,2,2,3,1,1,1,1,0,1,0,0,1,3,4,1,3,3,1,5,4,4,3,2,2,7,4,4,4,4,5,9,1,50,2,2.62,6.0,3.83,3.71,4.44,9.0,2,0.6931,0,Digital-First Millennials
R0931,Tech-Savvy Millennial,27,3,2,3,4,1,2,1,0,0,1,0,0,1,2,3,4,2,2,3,4,3,4,3,3,1,7,4,4,5,5,3,7,1,50,1,2.88,3.0,4.17,4.04,4.76,7.0,4,0.6869,0,Digital-First Millennials
R0932,Cautious Saver,36,3,2,5,3,1,3,0,0,0,0,0,0,0,2,2,2,2,2,2,4,3,4,4,3,3,5,3,3,4,4,3,7,1,30,2,2.25,1.0,3.83,3.52,3.7,3.0,2,0.5631,4,Finance Professionals
R0933,High-Earning Nomad,33,2,5,1,4,1,2,0,0,0,0,0,1,0,4,4,3,3,3,2,4,4,3,4,4,3,7,5,4,5,5,5,4,1,50,3,3.38,1.0,4.33,4.29,5.76,6.0,1,0.7281,2,High-Value Nomads
R0934,Struggling Expat,31,2,2,3,2,1,4,1,0,0,1,1,0,0,4,4,1,4,3,3,4,4,5,5,3,2,7,4,2,3,2,2,0,2,30,2,3.62,3.0,3.67,4.01,6.84,4.0,3,0.6369,3,Budget-Conscious Expats
R0935,Tech-Savvy Millennial,30,2,3,2,3,1,2,1,0,0,0,1,0,0,5,2,2,3,3,2,4,5,5,4,4,3,7,4,3,5,6,3,9,3,50,1,3.12,3.0,3.83,3.96,5.04,5.0,2,0.6631,0,Digital-First Millennials
R0936,Tech-Savvy Millennial,29,3,2,2,2,2,2,1,1,0,0,1,0,0,3,3,4,3,2,2,4,5,3,3,4,3,7,4,4,3,4,4,9,1,50,2,3.0,6.0,3.67,3.4,5.2,7.0,3,0.6669,0,Digital-First Millennials
R0937,Tech-Savvy Millennial,30,5,3,4,3,1,1,0,1,0,1,1,1,1,5,3,3,3,2,4,2,4,4,3,4,1,5,4,4,5,5,7,7,1,50,1,3.25,4.0,4.17,4.03,5.5,9.0,5,0.6469,0,Digital-First Millennials
R0938,High-Earning Nomad,34,5,3,3,4,1,2,0,1,0,1,1,1,1,1,4,4,4,2,3,4,4,4,5,4,2,6,4,3,4,5,3,8,2,80,5,3.25,3.0,3.67,4.22,5.5,9.0,5,0.6019,2,High-Value Nomads
R0939,Tech-Savvy Millennial,32,3,3,4,3,2,1,0,1,0,1,1,0,1,2,1,3,3,3,2,5,4,4,4,3,1,6,3,5,4,5,5,2,2,50,3,2.62,4.0,4.17,3.41,4.24,7.0,3,0.6669,0,Digital-First Millennials
R0940,Struggling Expat,34,2,2,2,3,1,4,1,0,1,1,1,0,1,1,3,4,4,3,5,4,4,4,5,3,3,5,4,3,4,3,5,4,4,30,1,3.75,3.0,4.17,4.28,6.9,6.0,5,0.6169,3,Budget-Conscious Expats
R0941,Tech-Savvy Millennial,28,5,2,3,3,2,2,1,1,0,1,1,0,1,3,2,3,3,2,2,5,4,3,5,4,2,5,4,5,5,3,3,6,1,50,2,2.62,6.0,4.17,3.41,4.64,9.0,5,0.5869,0,Digital-First Millennials
R0942,Struggling Expat,33,3,3,4,3,1,4,0,0,0,1,0,0,1,4,4,5,3,4,4,3,4,5,4,2,2,6,4,2,3,4,3,5,5,0,2,4.12,1.0,3.33,4.46,7.44,4.0,4,0.5781,3,Budget-Conscious Expats
R0943,Struggling Expat,38,1,1,3,3,1,4,0,0,0,0,0,0,1,4,3,4,3,4,5,3,4,5,4,3,3,5,5,4,4,3,4,1,4,30,2,4.12,1.0,4.33,4.46,7.64,4.0,3,0.6131,3,Budget-Conscious Expats
R0944,Cautious Saver,47,3,4,4,2,2,3,1,0,1,1,1,0,0,3,3,3,2,3,3,2,5,5,4,4,2,7,4,4,3,3,4,9,2,10,2,2.88,3.0,3.5,3.34,5.16,4.0,2,0.655,4,Finance Professionals
R0945,Tech-Savvy Millennial,34,2,3,4,3,1,2,0,0,1,1,1,0,0,4,3,3,1,2,2,5,4,3,3,4,2,8,4,5,3,5,7,8,1,50,3,2.62,1.0,4.17,3.71,4.24,3.0,3,0.7969,0,Digital-First Millennials
R0946,Tech-Savvy Millennial,35,3,5,4,3,2,2,0,1,0,1,1,0,0,4,4,1,3,3,3,5,4,4,3,3,3,10,5,5,4,5,8,9,1,50,3,3.12,4.0,4.33,3.66,5.24,6.0,4,0.9231,0,Digital-First Millennials
R0947,Tech-Savvy Millennial,34,3,2,3,3,1,1,0,0,0,1,0,0,1,5,4,4,3,2,3,4,4,3,3,2,2,6,4,5,5,5,4,5,1,50,2,3.12,1.0,4.67,3.96,5.24,4.0,4,0.6869,0,Digital-First Millennials
R0948,High-Earning Nomad,40,4,3,4,4,2,2,0,0,0,0,0,0,0,3,4,3,2,5,2,4,4,3,4,5,1,6,5,3,4,3,6,6,1,150,2,3.38,0.0,4.33,3.99,6.16,4.0,1,0.6931,2,High-Value Nomads
R0949,High-Earning Nomad,36,3,5,1,4,1,3,0,0,0,1,1,1,1,4,5,4,2,3,3,4,5,3,4,5,3,5,5,4,4,6,5,6,2,80,5,3.62,1.0,4.0,4.41,6.04,7.0,6,0.605,2,High-Value Nomads
R0950,Struggling Expat,43,2,1,3,2,1,3,0,0,0,1,0,0,1,4,4,5,3,4,4,4,5,5,4,4,2,4,5,4,3,3,1,3,5,0,2,4.25,0.0,3.83,4.32,7.9,3.0,4,0.4831,3,Budget-Conscious Expats
R0951,Struggling Expat,33,2,2,3,3,1,4,0,0,0,1,1,0,1,4,4,5,4,5,4,4,4,5,5,2,3,6,5,2,5,4,1,5,4,10,2,4.5,0.0,4.0,4.6103,8.2,4.0,3,0.595,3,Budget-Conscious Expats
R0952,Struggling Expat,39,3,2,2,2,1,3,0,1,0,0,1,0,0,5,3,4,4,4,4,4,4,5,4,2,1,6,3,5,4,2,1,6,4,30,2,4.25,4.0,4.17,4.32,8.1,5.0,1,0.6069,3,Budget-Conscious Expats
R0953,Tech-Savvy Millennial,35,3,3,4,3,2,2,1,0,0,1,1,0,1,3,2,4,4,3,4,3,3,4,3,4,3,4,4,4,4,5,4,9,4,80,4,3.62,3.0,3.67,3.91,6.24,6.0,4,0.5169,4,Finance Professionals
R0954,High-Earning Nomad,44,3,4,5,4,1,3,0,0,0,1,0,0,1,4,1,4,4,2,4,3,5,4,5,4,2,6,3,2,4,3,3,9,1,80,2,3.0,1.0,3.33,4.1,5.4,5.0,3,0.5781,2,High-Value Nomads
R0955,Senior Finance Pro,46,5,4,5,3,2,3,0,0,0,0,1,1,0,3,3,3,2,2,2,4,5,4,5,3,2,6,4,5,4,3,4,9,1,150,4,2.5,1.0,4.0,3.35,4.4,5.0,4,0.64,1,High-Value Nomads
R0956,Senior Finance Pro,45,5,4,5,4,2,3,1,0,0,0,1,1,1,2,3,2,2,1,2,4,4,5,5,4,2,7,4,3,5,6,6,6,4,50,5,2.12,3.0,3.5,3.36,3.04,9.0,3,0.685,1,High-Value Nomads
R0957,Struggling Expat,40,2,5,5,3,4,4,0,0,0,1,0,1,0,3,5,5,5,3,3,4,5,4,5,2,2,4,5,5,3,2,2,6,3,30,5,4.0,1.0,4.0,3.5,7.6,5.0,3,0.51,3,Budget-Conscious Expats
R0958,Tech-Savvy Millennial,29,2,2,3,3,1,1,0,0,0,1,1,0,1,4,2,3,4,2,3,5,4,4,3,4,2,7,5,5,4,5,4,8,1,80,3,3.12,1.0,4.17,3.96,5.24,4.0,3,0.7019,0,Digital-First Millennials
R0959,Tech-Savvy Millennial,33,3,3,4,3,2,3,0,0,0,1,0,0,1,4,4,4,4,3,3,5,4,4,3,3,2,7,3,4,3,4,4,2,1,30,3,3.75,1.0,3.5,3.98,6.7,4.0,4,0.655,3,Budget-Conscious Expats
R0960,Cautious Saver,43,4,3,5,2,2,4,1,1,1,0,1,0,1,4,2,3,2,2,3,2,3,5,4,4,4,6,2,3,4,6,3,7,3,30,4,2.75,6.0,3.5,3.28,4.3,8.0,3,0.59,4,Finance Professionals
R0961,Tech-Savvy Millennial,30,5,4,3,3,1,2,0,0,0,1,0,1,0,3,3,3,1,1,2,4,4,3,3,4,2,9,4,5,3,6,6,9,2,50,3,2.38,1.0,4.17,3.59,3.56,5.0,4,0.8319,0,Digital-First Millennials
R0962,Struggling Expat,38,5,2,1,2,1,4,1,0,1,1,1,0,0,4,3,5,3,4,3,5,5,4,5,3,2,3,4,3,3,3,4,5,4,50,1,3.88,2.0,3.67,4.14,7.16,4.0,3,0.4669,3,Budget-Conscious Expats
R0963,Tech-Savvy Millennial,33,3,2,4,3,2,1,0,1,1,1,0,0,1,3,4,4,2,2,2,4,4,3,4,5,3,10,4,5,3,5,6,10,2,50,1,3.25,4.0,4.33,3.72,5.5,7.0,2,0.8931,0,Digital-First Millennials
R0964,Senior Finance Pro,43,3,5,5,3,1,1,0,1,1,0,0,1,1,3,3,3,2,1,1,5,5,5,5,4,3,7,3,5,5,5,5,8,3,50,3,2.5,4.0,3.5,3.65,4.0,9.0,2,0.67,1,High-Value Nomads
R0965,Senior Finance Pro,42,2,4,5,3,1,2,1,1,0,0,1,1,1,2,3,2,5,1,3,2,3,4,4,5,3,7,5,4,5,6,6,7,3,50,3,2.62,6.0,4.17,3.71,4.04,9.0,4,0.7319,1,High-Value Nomads
R0966,Senior Finance Pro,43,3,5,5,3,1,2,0,0,0,1,1,1,1,2,2,3,2,3,2,3,4,4,4,4,2,4,5,2,4,5,5,10,1,80,2,2.5,1.0,3.5,3.65,4.0,6.0,5,0.52,1,High-Value Nomads
R0967,Cautious Saver,44,3,4,5,2,4,2,1,1,0,0,0,0,0,3,3,3,4,2,4,3,4,5,5,3,3,5,3,4,4,5,6,5,3,30,2,3.12,6.0,3.5,2.86,5.24,7.0,0,0.585,4,Finance Professionals
R0968,Senior Finance Pro,46,4,4,5,4,2,1,0,0,1,1,1,0,1,1,2,3,2,1,2,4,3,3,5,5,3,5,5,4,4,6,3,6,1,50,3,2.12,1.0,4.17,3.36,3.04,5.0,5,0.5869,1,High-Value Nomads
R0969,Struggling Expat,38,3,3,2,3,1,3,0,0,0,1,0,0,0,2,3,5,2,3,4,3,4,4,5,3,3,5,4,5,4,3,4,8,3,10,4,3.62,1.0,3.83,4.21,6.64,3.0,3,0.5781,3,Budget-Conscious Expats
R0970,Struggling Expat,47,3,3,5,2,1,3,0,0,0,0,1,0,1,5,4,4,4,4,5,4,4,5,4,3,2,6,4,3,5,3,5,8,2,10,1,4.5,1.0,4.0,4.45,8.4,3.0,3,0.655,3,Budget-Conscious Expats
R0971,Struggling Expat,36,2,1,3,3,1,3,0,1,0,1,1,1,1,4,5,5,3,3,5,4,5,5,5,4,3,5,5,3,5,1,6,5,3,50,4,4.38,4.0,3.83,4.59,8.56,9.0,4,0.6081,3,Budget-Conscious Expats
R0972,High-Earning Nomad,33,3,5,4,4,1,3,0,1,0,1,0,1,1,2,4,4,3,3,2,5,5,3,5,5,1,7,5,4,5,4,5,9,1,150,4,3.12,4.0,4.0,4.16,5.44,9.0,4,0.705,2,High-Value Nomads
R0973,Cautious Saver,39,2,5,4,3,1,3,0,0,1,1,1,1,1,1,4,3,4,2,3,3,4,5,5,2,3,5,4,3,5,4,6,7,4,50,2,2.88,1.0,4.33,3.84,4.96,6.0,6,0.6431,4,Finance Professionals
R0974,Tech-Savvy Millennial,30,3,2,2,4,1,4,0,0,1,0,0,0,0,4,2,2,3,1,4,4,4,4,3,4,3,4,5,3,5,6,4,9,1,50,3,2.88,1.0,4.17,4.04,4.56,4.0,2,0.5519,4,Finance Professionals
R0975,Tech-Savvy Millennial,27,3,2,1,3,1,3,1,0,0,0,1,0,1,4,3,3,3,2,4,5,4,4,5,4,3,6,4,4,5,5,4,8,2,50,6,3.25,3.0,4.17,4.03,5.5,6.0,3,0.6519,0,Digital-First Millennials
R0976,Tech-Savvy Millennial,32,3,4,4,3,1,2,1,1,0,0,0,0,1,3,4,4,3,2,3,5,5,4,3,4,3,8,4,5,5,4,4,6,2,50,2,3.25,6.0,4.17,4.03,5.7,9.0,2,0.7519,0,Digital-First Millennials
R0977,Struggling Expat,40,5,2,2,3,1,3,0,0,1,1,1,0,1,1,4,5,2,4,5,3,4,4,5,3,1,5,5,5,5,4,3,4,2,10,2,3.75,0.0,4.33,4.28,6.7,4.0,4,0.5981,3,Budget-Conscious Expats
R0978,Tech-Savvy Millennial,38,2,3,3,3,3,2,1,1,0,1,1,0,1,5,4,4,2,3,4,4,5,3,4,3,3,7,4,3,5,5,4,7,1,30,4,3.62,6.0,4.0,3.61,6.24,9.0,5,0.69,0,Digital-First Millennials
R0979,Struggling Expat,31,2,1,4,3,1,4,1,0,0,1,1,1,1,3,3,3,3,3,3,3,5,3,5,3,1,4,3,3,3,3,1,4,2,10,2,4.38,3.0,3.83,4.59,8.16,8.0,6,0.4831,3,Budget-Conscious Expats
R0980,Struggling Expat,34,2,3,3,3,2,3,0,0,1,1,0,0,0,3,3,3,3,3,3,5,4,5,3,4,2,6,3,3,3,3,4,6,2,30,1,4.25,1.0,4.17,4.22,7.9,3.0,2,0.6519,3,Budget-Conscious Expats
R0981,Senior Finance Pro,40,3,3,4,3,3,3,0,0,0,1,1,0,1,2,2,2,2,2,2,3,4,4,4,4,3,6,4,3,5,5,4,7,1,80,2,2.38,0.0,4.0,2.99,3.76,4.0,3,0.64,1,High-Value Nomads
R0982,Cautious Saver,39,4,3,5,3,2,1,1,1,0,0,0,0,1,2,2,3,2,1,3,4,4,5,4,3,3,1,4,3,4,5,1,8,4,50,2,2.62,5.0,3.83,3.41,4.24,9.0,2,0.3331,4,Finance Professionals
R0983,Tech-Savvy Millennial,35,3,4,2,4,2,2,1,0,0,0,1,1,1,3,4,4,4,1,3,5,5,3,4,4,3,9,5,5,4,4,4,9,3,150,1,3.38,3.0,4.17,3.99,5.96,9.0,3,0.8019,2,High-Value Nomads
R0984,Tech-Savvy Millennial,30,5,3,2,2,1,3,1,0,0,1,0,0,1,2,4,4,1,3,4,3,4,4,3,3,2,7,5,4,3,5,6,2,1,80,1,3.25,3.0,4.17,3.82,5.5,5.0,3,0.7319,0,Digital-First Millennials
R0985,Cautious Saver,40,2,3,4,3,2,2,1,0,0,1,1,0,1,3,2,2,2,2,2,4,4,5,4,4,3,4,3,1,4,1,3,5,4,30,5,2.25,3.0,3.0,3.22,4.3,6.0,4,0.455,4,Finance Professionals
R0986,Struggling Expat,33,4,3,4,2,1,3,0,0,0,0,0,0,0,4,4,4,3,4,4,4,5,5,5,2,1,5,5,4,5,3,3,6,4,30,1,4.0,0.0,4.33,4.2,7.4,2.0,1,0.5981,3,Budget-Conscious Expats
R0987,Struggling Expat,37,1,3,5,2,1,3,0,1,1,1,1,0,1,4,4,5,3,3,1,4,4,4,4,4,2,5,5,3,5,3,2,5,2,10,1,3.75,4.0,3.67,4.08,6.9,6.0,5,0.5369,3,Budget-Conscious Expats
R0988,Senior Finance Pro,50,5,5,5,3,3,1,0,0,0,1,1,1,1,2,3,2,2,2,3,3,5,4,5,5,2,5,2,5,4,5,5,8,1,80,3,2.5,1.0,3.5,3.05,4.0,6.0,5,0.57,1,High-Value Nomads
R0989,Tech-Savvy Millennial,28,3,3,3,3,1,3,0,0,0,1,1,0,1,4,3,2,4,2,3,5,5,4,4,5,2,7,5,5,4,4,4,5,3,30,4,3.25,1.0,4.17,4.03,5.7,4.0,4,0.7019,0,Digital-First Millennials
R0990,Cautious Saver,47,2,4,3,3,3,2,1,1,0,0,0,0,0,2,4,3,2,2,2,4,4,4,3,4,4,5,4,3,3,4,5,6,3,10,2,2.5,6.0,4.0,3.05,4.2,8.0,0,0.605,4,Finance Professionals
R0991,Cautious Saver,40,3,2,1,4,1,3,0,0,0,0,1,0,1,1,2,4,4,2,1,4,3,5,5,2,2,6,4,4,4,5,6,9,2,50,1,2.62,1.0,3.83,3.91,4.24,5.0,2,0.6581,4,Finance Professionals
R0992,Struggling Expat,36,5,1,3,2,1,4,0,0,0,0,1,0,1,4,4,5,3,3,5,4,4,4,4,5,3,7,4,4,4,2,6,5,1,30,2,4.12,1.0,4.0,4.26,7.84,3.0,3,0.72,3,Budget-Conscious Expats
R0993,Tech-Savvy Millennial,31,2,2,2,5,1,1,1,1,1,1,1,1,1,5,3,4,4,3,3,4,4,3,3,5,1,6,4,5,4,1,2,10,1,50,2,3.62,6.0,4.0,4.61,7.04,9.0,6,0.61,0,Digital-First Millennials
R0994,Struggling Expat,40,2,2,5,3,1,4,0,0,0,1,0,0,0,4,3,5,5,4,4,3,3,5,4,4,3,5,5,3,5,2,2,5,3,10,6,4.25,1.0,3.67,4.53,8.1,3.0,3,0.5369,3,Budget-Conscious Expats
R0995,Senior Finance Pro,43,5,5,5,3,1,1,0,0,1,0,1,0,1,2,2,2,3,1,2,4,3,3,3,4,2,8,4,5,4,1,5,7,2,150,3,2.12,1.0,4.0,3.46,4.04,4.0,2,0.755,1,High-Value Nomads
R0996,Tech-Savvy Millennial,29,3,3,1,3,1,3,1,0,0,1,0,1,0,2,4,5,3,2,4,4,4,4,4,4,3,6,4,4,4,3,4,8,1,30,2,3.5,3.0,4.0,4.15,6.4,7.0,4,0.64,0,Digital-First Millennials
R0997,High-Earning Nomad,31,3,5,4,5,1,2,0,1,0,0,0,0,1,4,4,2,3,4,3,4,5,3,4,5,1,8,2,5,4,2,6,8,2,150,1,3.25,4.0,3.33,4.42,6.1,9.0,1,0.7231,2,High-Value Nomads
R0998,Tech-Savvy Millennial,32,3,4,2,3,1,1,0,1,0,1,1,0,0,4,1,3,1,2,4,4,4,4,4,3,2,7,4,4,4,7,3,4,3,150,2,2.5,4.0,4.0,3.65,3.6,6.0,3,0.675,0,Digital-First Millennials
R0999,High-Earning Nomad,37,3,5,4,4,1,2,1,1,1,1,1,0,1,3,2,4,2,1,3,3,4,3,3,4,2,6,3,4,3,6,6,9,1,80,4,2.5,6.0,3.5,3.85,3.8,9.0,5,0.635,1,High-Value Nomads
R1000,Senior Finance Pro,46,5,4,5,4,2,1,1,1,1,1,1,1,0,1,4,3,1,2,5,3,4,3,5,5,2,4,4,3,4,3,4,6,4,50,2,2.62,6.0,3.5,3.61,4.64,9.0,5,0.505,1,High-Value Nomads
R1001,Tech-Savvy Millennial,31,3,3,3,4,2,3,1,0,0,1,1,0,0,3,3,4,5,1,4,5,4,3,3,4,3,9,3,4,5,4,6,8,1,50,2,3.62,3.0,4.17,4.11,6.44,6.0,4,0.8319,0,Digital-First Millennials
