Respondent_ID,Persona_Cluster,Q1_AgeGroup,Q1_AgeRaw,Q2_Gender,Q3_Education,Q4_Employment,Q5_IncomeTier,Q6_Nationality,Q7_YearsDubai,Q8_Spreadsheet,Q8_MobileBanking,Q8_DedicatedApp,Q8_Paper,Q8_NoTracking,Q8_Other,Q9_ReviewFrequency,Q10_NumCurrencies,Q11_Remittance,Q11_FX,Q11_Ecommerce,Q11_Investment,Q11_BillSplit,Q11_Subscriptions,Q11_None,Q12_SavingsPct,Q13_DiffTrackMultiCurrency,Q13_LoseFXMoney,Q13_SavingsHabit,Q13_MultiBankTimeConsuming,Q13_DissatisifiedTools,Q13_UnexpectedExpenses,Q13_HealthUnderstanding,Q13_Overspent,Q14_BiggestChallenge,Q15_MoneyLost,Q16_AIExpenseCategorisation,Q16_MultiCurrencyTracking,Q16_SavingsGoals,Q16_RemittanceBestRate,Q16_InvestmentTracking,Q16_SubscriptionAlerts,Q16_CreditScore,Q16_HealthDashboard,Q16_ChatbotQueries,Q16_GamifiedSavings,Q17_InterfacePref,Q18_UAEBankIntegration,Q18_RemittancePlatform,Q18_CryptoWallet,Q18_WPSSalary,Q18_InvestmentPlatform,Q18_EcommTracking,Q19_PrivacyConcern,Q20_WTP_Intent,Q20_WTP_Binary,Q21_WTP_Tier,Q21_WTP_AED,Q22_PricingModel,Q23_Incentive,Q24_DownloadLikelihood,Q25_Privacy,Q25_Cost,Q25_Complexity,Q25_BankIntegration,Q25_AITrust,Q25_NoNeed,Q25_Regulatory,Q25_Other,Q26_HelpSaveMoney,Q26_AIBetterInsights,Q26_ComfortableAutocat,Q26_WouldRecommend,Q26_LikelySwitch,Q26_TrustRegulatory,Q27_CurrentSatisfaction,Q28_FWImportance,Q29_NPS,Q29_NPS_Category,Q30_EaseOfUse,Q30_AIAccuracy,Q30_RealtimeFX,Q30_CustomerSupport,Q30_DataSecurity,Q30_PersonalisedInsights,Q30_BankIntegration,Q30_Offline,Q31_ConfidenceAI,Derived_PainComposite,Derived_FeatureDesirability,Derived_AdoptionAttitude,Derived_FinancialStress,Derived_TechAffinity,Flag_FlatlineResponder,Flag_OutlierAny,Q1_AgeGroup_Label,Q2_Gender_Label,Q3_Education_Label,Q4_Employment_Label,Q5_IncomeTier_Label,Q6_Nationality_Label,Q7_YearsDubai_Label,Q9_ReviewFrequency_Label,Q10_NumCurrencies_Label,Q12_SavingsPct_Label,Q14_BiggestChallenge_Label,Q15_MoneyLost_Label,Q17_InterfacePref_Label,Q19_PrivacyConcern_Label,Q20_WTP_Intent_Label,Q21_WTP_Tier_Label,Q22_PricingModel_Label,Q23_Incentive_Label,Q29_NPS_Category_Enc,Persona_Cluster_Enc,Q5_IncomeTier_Imputed,Eng_PainGap,Eng_DigitalEngagement,Eng_ActivityBreadth,Eng_AdoptionReadiness,Flag_ValueSeeker,Eng_WTPperPain,Flag_AgeIncomeAtypical,Flag_MultiCurrencyUser
R0841,Tech-Savvy Millennial,3,35,1,5,1,2,2,2,1,0,1,0,0,0,1,3,0,1,1,0,1,1,0,1,1,2,4,4,3,3,3,5,1,4,5,5,5,2,3,3,3,4,5,4,3,4,3,4,2,5,4,2,2,1,5,80,2,3,5,0,1,0,0,0,0,0,0,5,4,5,4,4,4,7,6,6,Detractor,5,4,3,4,5,4,4,1,4,3.12,3.9,4.33,3.96,4.0,0,0,35-44,Male,ProfQual,PrivateSector,5k-10k,SouthAsian,1-3yrs,Daily,ThreeCurr,NoSavings,FXLosses,AED301-600,Both,SlightlyConcerned,YesIfJustified,AED61-100,Freemium,BankIntegration,0,4,2,4.84,7.0,4,0.6131,0,25.64,0,0
R0842,Struggling Expat,3,37,1,2,1,4,2,4,1,1,0,1,0,0,4,2,0,1,1,0,0,0,0,4,5,5,4,5,4,5,5,5,1,4,5,5,5,5,3,3,2,4,3,3,1,4,4,3,2,2,5,2,3,0,3,30,2,3,3,0,1,0,0,0,0,1,0,4,4,5,2,4,3,3,9,4,Detractor,4,4,4,5,4,4,5,2,1,4.5,3.8,3.67,3.68,3.0,0,0,35-44,Male,Bachelors,PrivateSector,20k-40k,SouthAsian,5-10yrs,Quarterly,TwoCurr,21-30pct,FXLosses,AED301-600,MobileOnly,SlightlyConcerned,MaybeAfterTrial,AED21-40,Freemium,BankIntegration,0,0,4,8.4,4.0,2,0.4219,0,6.67,0,0
R0843,Tech-Savvy Millennial,2,29,2,2,1,3,5,3,0,1,1,0,0,0,1,4,1,1,1,0,1,1,0,2,3,3,4,3,2,4,4,4,1,4,3,3,4,3,4,4,3,5,4,4,4,5,5,4,2,5,5,2,1,1,7,50,2,4,9,0,0,0,1,0,0,0,0,5,4,5,4,4,3,5,8,9,Promoter,5,5,4,4,5,5,5,3,5,3.38,3.7,4.17,3.99,6.0,0,0,25-34,Female,Bachelors,PrivateSector,10k-20k,EastAsian,3-5yrs,Daily,FourCurr,1-10pct,FXLosses,AED301-600,WhatsApp,SlightlyConcerned,YesDefinitely,DependsOnFeatures,Freemium,AIFinancialAdvice,2,4,3,5.76,9.0,5,0.8169,0,14.79,0,1
R0844,High-Earning Nomad,4,45,2,5,2,5,3,2,1,1,0,0,0,0,3,4,1,0,0,1,1,1,0,1,4,4,4,4,2,3,3,3,3,4,4,3,4,4,4,4,3,4,4,3,2,4,4,4,3,3,5,1,2,1,5,80,2,2,6,0,1,0,1,0,0,0,0,5,5,3,3,4,4,4,7,10,Promoter,4,5,5,5,4,5,4,5,6,3.38,3.7,4.0,4.29,3.0,0,0,45-54,Female,ProfQual,Government,Above40k,ArabExpat,1-3yrs,Monthly,FourCurr,NoSavings,HighFees,AED301-600,WebOnly,NotConcerned,YesIfJustified,AED61-100,Freemium,CashbackRewards,2,3,5,5.96,9.0,4,0.67,0,23.67,0,1
R0845,Tech-Savvy Millennial,2,34,1,2,4,2,7,4,1,1,1,0,0,0,3,3,1,1,1,0,0,1,0,1,5,3,3,3,2,2,3,4,4,4,5,2,3,4,3,5,3,4,4,3,3,4,3,4,2,4,4,3,4,0,2,10,2,2,8,0,1,0,0,0,0,0,1,4,3,5,3,4,5,6,7,10,Promoter,5,5,5,4,3,4,5,3,5,3.12,3.6,4.0,3.96,6.0,0,0,25-34,Male,Bachelors,BusinessOwner,5k-10k,Other,5-10yrs,Monthly,ThreeCurr,NoSavings,EmergencyPlanning,AED301-600,Both,ModeratelyConcerned,FreeOnly,AED1-20,Freemium,CashbackRewards,2,4,2,5.04,9.0,4,0.755,0,3.21,0,0
R0846,Senior Finance Pro,3,41,1,5,1,4,5,5,0,1,1,1,0,0,1,3,1,1,0,0,1,1,0,2,2,3,4,3,1,3,1,2,6,3,4,4,5,5,4,4,4,5,3,3,4,5,3,2,4,5,5,1,2,1,6,150,1,4,9,0,1,0,0,0,0,0,0,4,4,3,3,4,4,4,6,7,Passive,5,5,5,3,5,4,5,5,8,2.38,4.1,3.67,3.29,6.0,0,0,35-44,Male,ProfQual,PrivateSector,20k-40k,EastAsian,MoreThan10yrs,Daily,ThreeCurr,1-10pct,InvestmentInfo,AED101-300,WhatsApp,NotConcerned,YesIfJustified,Above100,FreeWithAds,AIFinancialAdvice,1,2,4,3.96,9.0,4,0.8269,0,63.03,0,0
R0847,Tech-Savvy Millennial,2,34,2,5,1,3,4,1,1,1,1,0,0,0,3,3,1,0,1,1,0,1,0,3,2,2,4,4,2,4,2,4,2,5,5,4,4,4,4,4,5,3,4,5,3,4,3,4,4,4,5,1,1,1,4,50,2,3,8,1,0,0,0,1,0,0,0,4,2,4,3,4,4,6,7,7,Passive,5,4,4,4,5,5,3,4,7,3.0,4.2,3.5,3.3,6.0,0,0,25-34,Female,ProfQual,PrivateSector,10k-20k,Western,LessThan1yr,Monthly,ThreeCurr,11-20pct,NoConsolidatedView,AED601-1000,Both,NotConcerned,YesDefinitely,AED41-60,Freemium,BankIntegration,1,4,3,4.8,9.0,4,0.75,0,16.67,0,0
R0848,High-Earning Nomad,3,42,1,3,2,5,1,2,0,0,0,0,0,0,4,5,0,0,0,1,1,1,0,1,3,5,2,3,3,4,5,4,2,5,3,4,4,4,5,4,4,4,4,4,4,4,5,5,4,5,5,3,2,1,5,80,2,3,6,0,1,0,1,0,0,0,0,4,4,4,3,3,3,6,7,5,Detractor,5,5,5,4,4,4,5,4,5,3.62,4.0,3.5,4.61,1.0,0,0,35-44,Male,MastersMBA,Government,Above40k,Emirati,1-3yrs,Quarterly,FivePlus,NoSavings,NoConsolidatedView,AED601-1000,WhatsApp,ModeratelyConcerned,YesIfJustified,AED61-100,Freemium,BankIntegration,0,3,5,6.04,8.0,3,0.62,1,22.1,0,1
R0849,Struggling Expat,3,38,1,5,4,3,2,1,0,0,0,1,0,0,1,2,1,0,1,1,1,0,0,1,3,3,4,4,3,5,2,5,3,6,4,5,5,5,3,3,2,3,3,4,1,5,5,2,2,4,4,4,3,0,4,50,1,1,7,1,1,1,1,0,0,0,0,5,3,4,5,5,4,2,7,5,Detractor,3,5,5,4,5,4,4,4,6,3.62,3.7,4.33,4.01,1.0,0,0,35-44,Male,ProfQual,BusinessOwner,10k-20k,SouthAsian,LessThan1yr,Daily,TwoCurr,NoSavings,HighFees,Above1000,MobileOnly,VeryConcerned,MaybeAfterTrial,AED41-60,FreeWithAds,FreeMonthTrial,0,0,3,6.84,4.0,4,0.7431,0,13.81,0,0
R0850,Struggling Expat,3,37,1,1,3,2,2,3,0,0,0,0,0,0,3,3,0,1,1,0,0,1,0,1,3,4,4,3,4,5,5,5,7,4,4,4,5,4,2,3,4,3,4,1,4,4,5,2,4,3,5,2,4,0,3,30,2,1,5,0,0,0,1,1,0,0,0,5,4,4,5,3,5,4,7,6,Detractor,4,5,4,5,4,4,3,4,3,4.12,3.4,4.33,4.46,1.0,0,0,35-44,Male,HighSchool,Freelancer,5k-10k,SouthAsian,3-5yrs,Monthly,ThreeCurr,NoSavings,NoChallenge,AED301-600,WhatsApp,SlightlyConcerned,FreeOnly,AED21-40,Freemium,FreeMonthTrial,0,0,2,7.44,4.0,3,0.5981,0,7.28,0,0
R0851,Tech-Savvy Millennial,2,32,2,2,2,3,7,3,0,1,1,0,0,0,1,3,1,1,1,1,1,1,0,1,3,2,4,1,3,5,2,4,2,3,5,3,4,3,2,4,2,3,4,5,2,5,5,3,3,2,5,3,1,1,3,30,2,2,8,1,0,1,0,1,0,0,0,3,3,5,3,2,5,3,7,7,Passive,5,5,5,4,3,5,4,3,6,3.0,3.5,3.5,3.9,6.0,0,0,25-34,Female,Bachelors,Government,10k-20k,Other,3-5yrs,Daily,ThreeCurr,NoSavings,NoConsolidatedView,AED101-300,WebOnly,ModeratelyConcerned,YesDefinitely,AED21-40,Freemium,CashbackRewards,1,4,3,5.4,9.0,6,0.735,0,10.0,0,0
R0852,Cautious Saver,3,42,1,3,1,4,2,4,0,0,0,0,1,0,2,3,0,1,0,1,1,1,0,1,5,5,5,5,5,5,5,5,2,3,3,4,5,4,3,4,4,5,3,4,3,4,5,2,5,3,3,3,3,0,3,30,3,4,10,0,0,0,0,0,0,0,0,3,4,3,4,5,4,4,9,10,Promoter,5,5,5,3,5,5,5,5,4,2.88,3.9,3.83,3.84,0.0,0,0,35-44,Male,MastersMBA,PrivateSector,20k-40k,SouthAsian,5-10yrs,Weekly,ThreeCurr,NoSavings,NoConsolidatedView,AED101-300,Both,ModeratelyConcerned,MaybeAfterTrial,AED21-40,MonthlySubscription,AIFinancialAdvice,2,1,4,4.96,6.0,4,0.8281,0,10.42,0,0
R0853,Tech-Savvy Millennial,2,29,1,3,3,5,2,2,0,0,1,0,0,0,2,2,1,1,1,1,0,1,0,1,3,1,5,2,4,4,2,5,2,3,5,4,4,3,4,4,3,4,3,4,2,5,3,4,3,4,4,2,1,1,5,80,2,3,6,0,0,0,0,0,0,0,0,4,3,5,3,5,3,7,6,10,Promoter,5,4,3,4,3,4,4,3,4,3.25,3.8,3.83,3.82,4.0,0,0,25-34,Male,MastersMBA,Freelancer,Above40k,SouthAsian,1-3yrs,Weekly,TwoCurr,NoSavings,NoConsolidatedView,AED101-300,WebOnly,SlightlyConcerned,YesDefinitely,AED61-100,Freemium,BankIntegration,2,4,5,5.1,8.0,5,0.6281,0,24.62,0,0
R0854,High-Earning Nomad,3,38,2,5,1,4,3,5,0,1,0,0,1,0,1,4,1,0,1,1,0,1,0,2,1,5,3,3,1,2,3,4,2,6,4,4,4,4,5,4,5,3,4,3,3,4,4,3,3,5,3,2,2,1,4,50,2,2,7,1,1,0,1,1,0,1,0,5,2,4,4,5,4,5,8,10,Promoter,5,3,4,3,4,5,5,4,3,2.75,4.0,4.0,3.68,2.0,0,0,35-44,Female,ProfQual,PrivateSector,20k-40k,ArabExpat,MoreThan10yrs,Daily,FourCurr,1-10pct,NoConsolidatedView,Above1000,Both,SlightlyConcerned,YesIfJustified,AED41-60,Freemium,CashbackRewards,2,3,4,4.5,9.0,4,0.675,0,18.18,0,1
R0855,Tech-Savvy Millennial,2,27,1,2,4,3,2,2,0,1,0,0,0,0,4,3,1,0,1,0,1,1,0,2,3,2,3,3,1,5,2,5,1,4,5,3,3,3,4,4,3,5,4,4,3,5,4,3,3,5,5,2,2,1,5,80,1,1,7,0,1,0,0,0,0,0,0,4,5,4,4,5,4,4,7,8,Passive,5,3,4,4,5,4,4,3,6,3.0,3.8,4.33,3.6,3.0,0,0,25-34,Male,Bachelors,BusinessOwner,10k-20k,SouthAsian,1-3yrs,Quarterly,ThreeCurr,1-10pct,FXLosses,AED301-600,Both,SlightlyConcerned,YesIfJustified,AED61-100,FreeWithAds,FreeMonthTrial,1,4,3,5.2,6.0,4,0.7431,0,26.67,0,0
R0856,Tech-Savvy Millennial,2,29,1,3,1,2,2,1,0,1,1,0,0,0,2,3,0,1,0,0,0,0,0,1,2,3,4,3,3,4,3,4,2,5,4,5,4,3,4,4,3,3,4,3,4,3,3,3,4,3,2,2,3,0,4,50,2,3,8,0,0,0,0,1,0,0,0,3,3,5,4,5,3,6,6,9,Promoter,4,5,3,4,3,5,4,3,7,3.25,3.7,3.83,4.03,6.0,0,0,25-34,Male,MastersMBA,PrivateSector,5k-10k,SouthAsian,LessThan1yr,Weekly,ThreeCurr,NoSavings,NoConsolidatedView,AED601-1000,WhatsApp,SlightlyConcerned,MaybeAfterTrial,AED41-60,Freemium,BankIntegration,2,4,2,5.3,8.0,1,0.7731,0,15.38,0,0
R0857,Tech-Savvy Millennial,2,29,3,3,1,2,4,2,0,1,0,0,0,0,1,4,1,1,1,1,0,1,0,2,3,4,5,2,2,3,3,3,3,3,5,3,4,3,3,3,4,4,5,4,3,4,4,4,3,4,4,3,2,1,3,30,1,2,7,0,0,0,1,1,0,0,0,5,3,5,3,4,5,3,9,8,Passive,5,4,4,4,3,3,3,4,5,3.12,3.8,4.17,3.86,3.0,0,0,25-34,NonBinary,MastersMBA,PrivateSector,5k-10k,Western,1-3yrs,Daily,FourCurr,1-10pct,HighFees,AED101-300,Both,ModeratelyConcerned,YesIfJustified,AED21-40,FreeWithAds,CashbackRewards,1,4,2,5.64,9.0,5,0.7169,0,9.62,0,1
R0858,Struggling Expat,3,35,1,3,1,2,2,4,1,0,0,0,0,0,5,3,0,1,1,1,0,1,0,1,5,4,4,2,5,5,2,4,1,6,5,4,5,5,3,4,2,4,4,3,1,5,5,3,3,3,5,4,2,1,3,30,1,3,10,0,0,0,0,1,0,0,0,5,4,3,5,4,4,3,7,7,Passive,5,5,4,5,4,5,3,4,9,3.88,3.9,4.17,4.34,1.0,0,0,35-44,Male,MastersMBA,PrivateSector,5k-10k,SouthAsian,5-10yrs,Rarely,ThreeCurr,NoSavings,FXLosses,Above1000,MobileOnly,VeryConcerned,YesIfJustified,AED21-40,FreeWithAds,BankIntegration,1,0,2,7.16,6.0,4,0.9269,1,7.73,0,0
R0859,Struggling Expat,3,38,2,2,3,1,1,4,0,0,0,0,0,0,2,4,1,0,0,0,1,1,0,1,3,3,5,3,4,1,3,5,4,6,4,4,5,5,2,4,3,4,3,2,3,4,4,2,3,2,3,3,3,0,2,10,2,2,4,0,0,0,1,0,0,0,0,5,3,4,4,4,4,4,7,5,Detractor,5,4,5,4,3,5,5,4,5,3.38,3.6,4.0,4.29,1.0,0,0,35-44,Female,Bachelors,Freelancer,Below5k,Emirati,5-10yrs,Weekly,FourCurr,NoSavings,EmergencyPlanning,Above1000,Both,ModeratelyConcerned,MaybeAfterTrial,AED1-20,Freemium,CashbackRewards,0,0,1,5.96,5.0,3,0.555,0,2.96,0,1
R0860,Tech-Savvy Millennial,2,26,1,3,1,4,2,1,0,0,1,0,0,0,1,3,1,1,0,0,1,1,0,3,1,3,3,4,3,4,2,4,4,4,5,4,5,3,4,4,4,4,4,4,3,4,4,5,4,4,3,1,2,1,4,50,5,2,8,0,0,1,0,0,0,0,0,3,5,4,5,4,4,6,8,8,Passive,5,5,5,4,3,5,4,2,8,3.0,4.1,4.17,3.3,4.0,0,0,25-34,Male,MastersMBA,PrivateSector,20k-40k,SouthAsian,LessThan1yr,Daily,ThreeCurr,11-20pct,EmergencyPlanning,AED301-600,Both,NotConcerned,YesIfJustified,AED41-60,OneTimePurchase,CashbackRewards,1,4,4,4.8,7.0,4,0.8119,0,16.67,0,0
R0861,Cautious Saver,3,40,1,4,3,4,5,2,1,0,0,0,0,0,1,2,1,0,0,0,1,1,0,1,1,2,4,3,2,4,2,4,4,3,3,4,4,3,4,5,4,5,2,5,5,4,3,1,5,4,4,3,1,1,3,30,3,2,6,0,0,0,0,1,0,0,0,3,3,5,4,3,5,6,8,10,Promoter,5,3,3,4,4,5,4,5,4,2.75,3.9,3.83,3.58,1.0,0,0,35-44,Male,Doctoral,Freelancer,20k-40k,EastAsian,1-3yrs,Daily,TwoCurr,NoSavings,EmergencyPlanning,AED101-300,NoPreference,ModeratelyConcerned,YesDefinitely,AED21-40,MonthlySubscription,CashbackRewards,2,1,4,4.3,3.0,3,0.6281,0,10.91,0,0
R0862,Senior Finance Pro,3,42,1,3,1,3,3,5,0,0,1,0,1,0,4,3,1,0,1,0,1,1,0,2,5,3,2,1,1,3,1,1,4,2,3,4,4,4,3,4,4,4,3,2,1,5,5,2,3,5,2,3,2,1,5,80,4,3,7,0,1,0,0,1,0,0,0,2,4,2,4,3,3,3,9,1,Detractor,5,4,4,5,5,5,5,4,3,2.12,3.5,3.0,3.16,3.0,0,0,35-44,Male,MastersMBA,PrivateSector,10k-20k,ArabExpat,MoreThan10yrs,Quarterly,ThreeCurr,1-10pct,EmergencyPlanning,AED1-100,MobileOnly,ModeratelyConcerned,YesIfJustified,AED61-100,AnnualSubscription,BankIntegration,0,2,3,3.64,7.0,4,0.605,0,37.74,0,0
R0863,Struggling Expat,3,39,1,3,1,1,2,5,0,0,0,0,0,0,4,2,1,0,1,0,0,1,0,1,4,4,5,4,5,5,4,5,2,6,2,4,4,5,4,4,2,5,4,3,4,4,5,2,4,2,4,3,3,0,2,10,1,2,5,1,0,0,1,1,0,0,0,5,5,4,4,4,4,2,8,7,Passive,5,4,5,4,3,5,4,3,5,4.5,3.7,4.33,4.45,1.0,0,0,35-44,Male,MastersMBA,PrivateSector,Below5k,SouthAsian,MoreThan10yrs,Quarterly,TwoCurr,NoSavings,NoConsolidatedView,Above1000,WhatsApp,ModeratelyConcerned,MaybeAfterTrial,AED1-20,FreeWithAds,CashbackRewards,1,0,1,8.56,3.0,3,0.6281,0,2.22,0,0
R0864,Senior Finance Pro,4,50,1,4,1,5,3,4,1,0,0,0,0,0,3,3,1,0,1,0,1,1,0,2,2,2,5,3,2,3,3,3,2,3,3,5,5,4,4,3,3,4,2,2,3,4,5,2,5,4,5,3,4,0,5,80,3,3,4,1,1,1,1,0,0,0,0,3,4,4,5,5,3,5,8,8,Passive,4,5,4,4,5,4,5,4,4,2.88,3.5,4.0,3.54,1.0,0,0,45-54,Male,Doctoral,PrivateSector,Above40k,ArabExpat,5-10yrs,Monthly,ThreeCurr,1-10pct,NoConsolidatedView,AED101-300,Both,ModeratelyConcerned,FreeOnly,AED61-100,MonthlySubscription,BankIntegration,1,2,5,4.76,4.0,4,0.54,0,27.78,0,0
R0865,Senior Finance Pro,3,41,2,5,1,3,2,4,0,0,1,0,0,0,2,4,1,1,0,0,1,0,0,1,3,3,1,2,1,3,3,2,6,3,3,4,4,5,5,3,4,5,3,3,1,4,5,3,5,5,4,2,1,1,5,80,2,6,6,0,0,0,1,0,0,0,0,4,3,5,4,2,3,5,8,6,Detractor,4,4,3,4,4,4,3,3,5,2.25,3.9,3.5,3.72,4.0,0,0,35-44,Female,ProfQual,PrivateSector,10k-20k,SouthAsian,5-10yrs,Weekly,FourCurr,NoSavings,InvestmentInfo,AED101-300,MobileOnly,SlightlyConcerned,YesDefinitely,AED61-100,Freemium,RegulatoryCert,0,2,3,3.5,7.0,3,0.62,0,35.56,0,1
R0866,Struggling Expat,3,38,1,3,1,3,7,4,1,0,0,0,0,1,4,3,1,1,1,0,0,1,0,1,3,2,5,3,4,5,4,5,4,5,4,3,5,4,4,3,3,3,3,4,1,5,4,2,2,3,5,3,3,0,3,30,2,3,3,0,0,0,0,0,1,0,0,5,2,4,5,5,2,1,7,6,Detractor,5,4,4,5,4,4,5,3,1,3.88,3.6,3.83,4.34,1.0,0,0,35-44,Male,MastersMBA,PrivateSector,10k-20k,Other,5-10yrs,Quarterly,ThreeCurr,NoSavings,EmergencyPlanning,AED601-1000,MobileOnly,ModeratelyConcerned,MaybeAfterTrial,AED21-40,Freemium,BankIntegration,0,0,3,7.56,4.0,4,0.4331,0,7.73,0,0
R0867,Tech-Savvy Millennial,2,32,1,2,1,3,1,4,0,1,1,0,0,0,2,3,1,1,0,0,1,1,0,1,3,2,3,3,1,4,3,5,4,4,4,5,5,3,3,4,3,5,3,4,3,3,5,4,2,3,4,2,1,1,3,30,4,4,7,0,1,0,0,1,0,0,0,4,5,4,5,4,2,5,7,9,Promoter,4,5,5,4,5,5,5,3,5,3.0,3.9,4.0,3.9,6.0,0,0,25-34,Male,Bachelors,PrivateSector,10k-20k,Emirati,5-10yrs,Weekly,ThreeCurr,NoSavings,EmergencyPlanning,AED301-600,Both,SlightlyConcerned,YesDefinitely,AED21-40,AnnualSubscription,AIFinancialAdvice,2,4,3,5.0,9.0,4,0.705,0,10.0,0,0
R0868,Tech-Savvy Millennial,2,30,1,3,3,4,4,2,0,0,1,0,0,0,2,2,0,1,0,1,1,1,0,1,1,4,4,1,1,4,3,4,2,4,4,4,3,5,3,3,4,3,4,4,3,5,3,3,4,3,4,2,1,1,4,50,2,1,8,0,0,0,1,0,0,0,1,4,5,4,4,4,4,4,6,7,Passive,5,5,4,5,4,4,4,2,5,2.75,3.7,4.17,3.58,4.0,0,0,25-34,Male,MastersMBA,Freelancer,20k-40k,Western,1-3yrs,Weekly,TwoCurr,NoSavings,NoConsolidatedView,AED301-600,Both,SlightlyConcerned,YesDefinitely,AED41-60,Freemium,FreeMonthTrial,1,4,4,4.7,8.0,4,0.7669,0,18.18,0,0
R0869,High-Earning Nomad,3,39,2,5,2,4,6,5,0,0,0,0,0,0,3,4,1,0,0,0,0,0,0,1,3,3,4,3,3,4,3,4,2,5,5,4,3,4,5,4,5,4,4,4,3,3,4,5,3,5,3,3,4,0,7,50,2,3,6,0,0,1,0,0,0,0,0,4,4,4,3,3,4,5,7,2,Detractor,5,5,5,4,4,4,5,5,6,3.38,4.2,3.67,4.29,1.0,0,0,35-44,Female,ProfQual,Government,20k-40k,African,MoreThan10yrs,Monthly,FourCurr,NoSavings,NoConsolidatedView,AED601-1000,Both,ModeratelyConcerned,FreeOnly,DependsOnFeatures,Freemium,BankIntegration,0,3,4,5.76,4.0,1,0.6469,0,14.79,0,1
R0870,High-Earning Nomad,2,33,1,3,4,3,5,4,0,1,1,0,0,0,2,5,1,0,0,0,1,1,0,1,4,4,3,4,3,3,3,3,2,4,3,4,4,4,4,5,5,5,4,3,3,5,5,5,3,5,4,1,4,0,5,80,2,2,6,0,0,0,0,0,0,0,1,4,3,3,4,2,5,6,8,5,Detractor,5,4,4,5,4,4,4,4,5,3.38,4.1,3.5,4.49,6.0,0,0,25-34,Male,MastersMBA,BusinessOwner,10k-20k,EastAsian,5-10yrs,Weekly,FivePlus,NoSavings,NoConsolidatedView,AED301-600,Both,NotConcerned,FreeOnly,AED61-100,Freemium,CashbackRewards,0,3,3,5.56,9.0,3,0.62,0,23.67,0,1
R0871,Senior Finance Pro,4,50,2,5,2,3,2,5,0,0,0,0,0,0,2,3,0,0,0,0,0,0,1,2,2,3,2,2,4,3,2,2,2,2,3,4,5,4,4,4,5,5,3,1,3,4,4,2,4,3,4,3,1,1,6,150,3,6,5,0,0,1,0,0,1,0,0,3,4,4,4,5,5,6,7,8,Passive,5,5,5,2,4,3,5,3,3,2.5,3.8,4.17,3.35,1.0,0,0,45-54,Female,ProfQual,Government,10k-20k,SouthAsian,MoreThan10yrs,Weekly,ThreeCurr,1-10pct,NoConsolidatedView,AED1-100,Both,ModeratelyConcerned,YesDefinitely,Above100,MonthlySubscription,RegulatoryCert,1,2,3,3.8,3.0,0,0.5869,0,60.0,0,0
R0872,Tech-Savvy Millennial,2,34,1,3,3,2,2,4,0,0,0,0,0,0,2,3,0,0,0,0,0,0,1,1,5,2,2,4,2,3,3,4,5,3,5,5,5,3,4,3,4,5,3,4,1,5,2,3,3,4,5,2,2,1,4,50,4,3,6,1,1,0,1,0,0,1,0,3,3,4,3,4,2,5,7,8,Passive,4,5,4,4,4,4,3,3,3,3.12,4.1,3.17,3.96,1.0,0,0,25-34,Male,MastersMBA,Freelancer,5k-10k,SouthAsian,5-10yrs,Weekly,ThreeCurr,NoSavings,Subscriptions,AED101-300,MobileOnly,SlightlyConcerned,YesIfJustified,AED41-60,AnnualSubscription,BankIntegration,1,4,2,5.24,3.0,0,0.5669,0,16.03,0,0
R0873,Struggling Expat,2,34,1,2,1,2,5,4,1,1,0,0,0,0,4,3,1,1,1,0,1,0,0,1,4,3,4,5,4,4,4,5,1,5,5,5,5,5,3,5,3,4,3,3,3,4,3,2,4,3,5,3,2,1,2,10,2,5,10,0,1,0,0,1,0,0,0,4,3,4,4,3,5,4,7,8,Passive,5,4,3,5,3,4,5,3,6,4.12,4.1,3.83,4.46,3.0,0,0,25-34,Male,Bachelors,PrivateSector,5k-10k,EastAsian,5-10yrs,Quarterly,ThreeCurr,NoSavings,FXLosses,AED601-1000,Both,ModeratelyConcerned,YesIfJustified,AED1-20,Freemium,ReferralDiscounts,1,0,2,7.44,5.0,4,0.8581,1,2.43,0,0
R0874,Senior Finance Pro,3,42,1,3,1,5,2,5,0,1,1,1,0,0,1,3,0,0,0,0,0,1,0,2,1,2,3,3,1,2,2,2,2,1,4,5,4,4,4,4,4,5,3,2,5,5,4,2,4,5,3,2,3,0,5,80,6,3,4,0,0,1,1,0,0,0,0,4,4,4,4,4,5,3,8,4,Detractor,5,4,5,4,5,4,5,4,2,2.0,3.9,4.17,3.1,6.0,0,0,35-44,Male,MastersMBA,PrivateSector,Above40k,SouthAsian,MoreThan10yrs,Daily,ThreeCurr,1-10pct,NoConsolidatedView,AED0,NoPreference,SlightlyConcerned,MaybeAfterTrial,AED61-100,PayPerFeature,BankIntegration,0,2,5,3.4,9.0,1,0.5219,0,40.0,0,0
